#node	clock_length	mutation_length	rate	fold_change
NODE_0000260	1.363e-04	6.635e-05	3.035e-04	0.60
EPI_ISL_414430	4.992e-05	6.653e-05	5.499e-04	1.08
NODE_0000000	2.422e-06	3.318e-05	5.451e-04	1.07
NODE_0000013	3.556e-05	9.953e-05	6.506e-04	1.28
EPI_ISL_454755	9.166e-06	6.649e-05	6.124e-04	1.21
EPI_ISL_523308	9.938e-05	1.662e-04	6.976e-04	1.37
EPI_ISL_422644	2.304e-05	2.327e-04	8.054e-04	1.59
NODE_0000016	1.333e-05	1.327e-04	6.855e-04	1.35
EPI_ISL_414558	0.000e+00	2.195e-18	5.079e-04	1.00
EPI_ISL_523547	8.605e-05	9.972e-05	5.603e-04	1.10
NODE_0000019	2.578e-05	6.635e-05	6.221e-04	1.22
EPI_ISL_415495	2.866e-05	6.648e-05	6.392e-04	1.26
EPI_ISL_2983705	3.976e-05	9.993e-05	7.106e-04	1.40
NODE_0000034	1.163e-05	9.955e-05	5.994e-04	1.18
EPI_ISL_547473	3.507e-05	6.648e-05	6.363e-04	1.25
NODE_0000035	5.022e-06	3.318e-05	5.269e-04	1.04
EPI_ISL_461003	1.062e-05	3.324e-05	5.584e-04	1.10
EPI_ISL_461018	3.560e-05	9.974e-05	7.105e-04	1.40
NODE_0000008	2.291e-06	2.631e-22	5.067e-04	1.00
EPI_ISL_636541	2.776e-05	2.446e-22	3.023e-04	0.60
EPI_ISL_414426	0.000e+00	2.379e-22	5.079e-04	1.00
NODE_0000009	8.860e-06	2.645e-22	4.918e-04	0.97
NODE_0000011	9.236e-06	2.645e-22	5.077e-04	1.00
NODE_0000028	1.056e-05	3.318e-05	5.637e-04	1.11
EPI_ISL_461001	0.000e+00	2.475e-22	5.079e-04	1.00
EPI_ISL_461010	6.384e-05	1.330e-04	7.415e-04	1.46
NODE_0000020	9.114e-06	3.318e-05	5.640e-04	1.11
EPI_ISL_804415	4.031e-05	2.454e-22	2.124e-04	0.42
NODE_0000021	1.895e-05	6.635e-05	6.383e-04	1.26
EPI_ISL_454773	4.697e-06	2.454e-22	5.079e-04	1.00
NODE_0000022	1.719e-05	3.318e-05	5.627e-04	1.11
EPI_ISL_454781	0.000e+00	2.446e-22	5.079e-04	1.00
EPI_ISL_547537	0.000e+00	2.446e-22	5.079e-04	1.00
NODE_0000017	6.912e-06	2.645e-22	5.079e-04	1.00
NODE_0000018	1.610e-06	2.645e-22	5.079e-04	1.00
EPI_ISL_461002	8.499e-06	3.340e-05	5.648e-04	1.11
NODE_0000032	6.931e-06	3.318e-05	5.639e-04	1.11
EPI_ISL_422639	1.961e-05	3.324e-05	5.641e-04	1.11
EPI_ISL_636544	5.431e-05	2.453e-22	1.534e-04	0.30
NODE_0000023	1.566e-06	2.645e-22	5.079e-04	1.00
NODE_0000025	6.767e-06	3.318e-05	5.604e-04	1.10
EPI_ISL_415531	3.164e-06	3.324e-05	5.381e-04	1.06
EPI_ISL_547502	4.552e-06	2.461e-22	4.918e-04	0.97
NODE_0000026	9.063e-07	2.645e-22	4.378e-04	0.86
EPI_ISL_422701	2.568e-05	2.468e-22	3.860e-04	0.76
EPI_ISL_2709003	5.760e-05	3.334e-05	4.158e-04	0.82
NODE_0000181	2.392e-05	6.635e-05	6.136e-04	1.21
EPI_ISL_454760	3.607e-05	1.330e-04	7.527e-04	1.48
NODE_0000183	1.934e-05	9.954e-05	6.636e-04	1.31
NODE_0000186	6.429e-06	3.318e-05	5.518e-04	1.09
EPI_ISL_460836	4.638e-05	3.324e-05	4.682e-04	0.92
NODE_0000187	1.307e-05	3.318e-05	5.510e-04	1.08
