#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000001	2020-01-03	2020.006011	2019.830555	2020.213493
NODE_0002995	2020-06-04	2020.424816	2020.369590	2020.551675
EPI_ISL_619391	--	--	--	--
NODE_0002996	2020-07-04	2020.506187	2020.415006	2020.556115
EPI_ISL_618267	2020-07-27	2020.569672	2020.569672	2020.569672
NODE_0002997	2020-07-27	2020.569672	2020.528992	2020.569672
EPI_ISL_617615	2020-08-10	2020.607923	2020.607923	2020.607923
EPI_ISL_618266	2020-07-27	2020.569672	2020.569672	2020.569672
NODE_0002994	2020-03-14	2020.201821	2020.054708	2020.321322
NODE_0002998	--	--	--	--
EPI_ISL_621056	--	--	--	--
EPI_ISL_616722	--	--	--	--
EPI_ISL_616603	--	--	--	--
EPI_ISL_615489	--	--	--	--
EPI_ISL_616779	--	--	--	--
EPI_ISL_622120	--	--	--	--
EPI_ISL_622677	--	--	--	--
EPI_ISL_616605	--	--	--	--
EPI_ISL_617441	--	--	--	--
EPI_ISL_616528	--	--	--	--
EPI_ISL_615987	--	--	--	--
NODE_0003010	--	--	--	--
EPI_ISL_616151	--	--	--	--
EPI_ISL_616173	--	--	--	--
NODE_0003012	--	--	--	--
EPI_ISL_617627	--	--	--	--
EPI_ISL_617434	--	--	--	--
NODE_0003014	--	--	--	--
EPI_ISL_616460	--	--	--	--
EPI_ISL_616861	--	--	--	--
NODE_0003015	--	--	--	--
EPI_ISL_616481	--	--	--	--
NODE_0003016	--	--	--	--
EPI_ISL_616529	--	--	--	--
NODE_0003017	--	--	--	--
EPI_ISL_616783	--	--	--	--
NODE_0003019	--	--	--	--
EPI_ISL_616772	--	--	--	--
EPI_ISL_616385	--	--	--	--
EPI_ISL_616389	--	--	--	--
NODE_0003021	--	--	--	--
EPI_ISL_671238	--	--	--	--
EPI_ISL_671240	--	--	--	--
EPI_ISL_671237	--	--	--	--
EPI_ISL_615452	--	--	--	--
EPI_ISL_615695	--	--	--	--
EPI_ISL_616241	--	--	--	--
EPI_ISL_615556	--	--	--	--
EPI_ISL_615231	--	--	--	--
EPI_ISL_621719	--	--	--	--
NODE_0002934	2020-04-20	2020.301332	2020.282709	2020.335058
EPI_ISL_619341	2020-10-12	2020.780055	2020.780055	2020.780055
EPI_ISL_670669	2020-11-02	2020.837432	2020.837432	2020.837432
NODE_0002946	2020-08-20	2020.635741	2020.507705	2020.679404
EPI_ISL_669217	2020-11-09	2020.856557	2020.856557	2020.856557
EPI_ISL_670159	2020-11-02	2020.837432	2020.837432	2020.837432
NODE_0002990	2020-05-20	2020.383720	2020.355013	2020.439146
NODE_0002991	2020-06-05	2020.426430	2020.382596	2020.451267
EPI_ISL_618144	2020-06-15	2020.454918	2020.454918	2020.454918
EPI_ISL_618174	2020-06-22	2020.474044	2020.474044	2020.474044
NODE_0002992	2020-05-29	2020.409350	2020.381556	2020.445346
EPI_ISL_618145	2020-06-15	2020.454918	2020.454918	2020.454918
NODE_0002993	2020-06-04	2020.423640	2020.395356	2020.454096
EPI_ISL_618137	2020-06-15	2020.454918	2020.454918	2020.454918
EPI_ISL_618211	2020-07-13	2020.531421	2020.531421	2020.531421
NODE_0000020	2020-05-09	2020.352938	2020.321828	2020.386187
NODE_0000021	2020-05-13	2020.365648	2020.346826	2020.389727
NODE_0002986	2020-05-20	2020.383409	2020.366109	2020.409559
EPI_ISL_618112	2020-06-15	2020.454918	2020.454918	2020.454918
NODE_0002987	2020-05-29	2020.409448	2020.383125	2020.429954
EPI_ISL_622556	2020-06-29	2020.493169	2020.493169	2020.493169
NODE_0002988	2020-06-13	2020.448774	2020.431921	2020.454293
EPI_ISL_618095	2020-06-15	2020.454918	2020.454918	2020.454918
EPI_ISL_618109	2020-06-15	2020.454918	2020.454918	2020.454918
NODE_0002936	2020-06-11	2020.444480	2020.410128	2020.494508
EPI_ISL_616582	2020-08-24	2020.646175	2020.646175	2020.646175
NODE_0000026	2020-06-10	2020.441274	2020.425451	2020.531079
