#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000001	2020-01-04	2020.010176	2019.762810	2020.331982
NODE_0000034	2020-05-23	2020.391907	2020.220228	2020.577733
EPI_ISL_3322074	2021-07-15	2021.535616	2021.535616	2021.535616
NODE_0000032	2020-06-27	2020.487878	2020.356584	2020.669812
NODE_0000033	2020-12-14	2020.953135	2020.794951	2021.104987
EPI_ISL_5779742	2021-10-08	2021.768493	2021.768493	2021.768493
EPI_ISL_9347713	2021-12-01	2021.916438	2021.916438	2021.916438
NODE_0000031	2020-08-24	2020.645529	2020.545955	2020.865991
EPI_ISL_5988391	2021-09-01	2021.667123	2021.667123	2021.667123
NODE_0000005	2020-09-02	2020.670014	2020.578283	2020.890319
NODE_0000006	2021-11-27	2021.905479	2021.838595	2021.905479
EPI_ISL_9654523	2021-11-28	2021.908219	2021.908219	2021.908219
EPI_ISL_9654019	2021-11-27	2021.905479	2021.905479	2021.905479
NODE_0000015	2020-12-09	2020.937879	2020.772573	2021.085702
EPI_ISL_5151481	2021-08-10	2021.606849	2021.606849	2021.606849
EPI_ISL_9347726	2021-12-01	2021.916438	2021.916438	2021.916438
NODE_0000000	2020-11-19	2020.884471	2020.798984	2020.997552
EPI_ISL_4260077	2021-08-07	2021.598630	2021.598630	2021.598630
EPI_ISL_8643727	2021-12-26	2021.984932	2021.984932	2021.984932
NODE_0000002	2021-06-20	2021.465877	2021.283889	2021.618419
EPI_ISL_6079297	2021-10-18	2021.795890	2021.795890	2021.795890
EPI_ISL_5376949	2021-10-10	2021.773973	2021.773973	2021.773973
NODE_0000004	2021-06-22	2021.472413	2021.258202	2021.603476
EPI_ISL_9347715	2021-12-03	2021.921918	2021.921918	2021.921918
EPI_ISL_9388141	2021-12-06	2021.930137	2021.930137	2021.930137
NODE_0000008	2020-10-29	2020.827849	2020.682630	2020.927441
NODE_0000009	2020-12-13	2020.950508	2020.799781	2021.090936
EPI_ISL_9050787	2021-12-14	2021.952055	2021.952055	2021.952055
NODE_0000010	2021-11-20	2021.886301	2021.819348	2021.886301
EPI_ISL_9388142	2021-11-20	2021.886301	2021.886301	2021.886301
EPI_ISL_9388143	2021-11-20	2021.886301	2021.886301	2021.886301
NODE_0000011	2020-11-15	2020.873053	2020.770032	2021.012768
EPI_ISL_7088388	2021-11-01	2021.834247	2021.834247	2021.834247
NODE_0000012	2020-12-13	2020.948635	2020.838274	2021.112403
EPI_ISL_9347727	2021-12-10	2021.941096	2021.941096	2021.941096
EPI_ISL_3847594	2021-07-31	2021.579452	2021.579452	2021.579452
NODE_0000016	2020-10-18	2020.795085	2020.607494	2020.917613
NODE_0000021	2020-11-29	2020.912212	2020.760308	2021.043591
EPI_ISL_9347716	2021-12-01	2021.916438	2021.916438	2021.916438
EPI_ISL_7940234	2021-11-22	2021.891781	2021.891781	2021.891781
NODE_0000022	2020-12-11	2020.944073	2020.786640	2021.102363
EPI_ISL_9347718	2021-11-28	2021.908219	2021.908219	2021.908219
EPI_ISL_5259182	2021-09-24	2021.730137	2021.730137	2021.730137
NODE_0000017	2021-01-27	2021.071412	2020.763359	2021.341641
EPI_ISL_3812687	2021-08-10	2021.606849	2021.606849	2021.606849
NODE_0000018	2021-05-13	2021.364261	2020.771682	2021.508516
EPI_ISL_8371424	2021-12-02	2021.919178	2021.919178	2021.919178
EPI_ISL_9347712	2021-11-20	2021.886301	2021.886301	2021.886301
EPI_ISL_9388144	2021-12-04	2021.924658	2021.924658	2021.924658
NODE_0000024	2020-11-11	2020.861268	2020.790365	2020.951994
