#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000002	2020-01-20	2020.054415	2019.964660	2020.143550
NODE_0000088	2020-03-11	2020.192254	2020.079217	2020.213931
EPI_ISL_790628	2020-03-30	2020.244536	2020.244536	2020.244536
NODE_0000089	2020-03-16	2020.207467	2020.166311	2020.214984
EPI_ISL_422630	2020-03-31	2020.247268	2020.247268	2020.247268
EPI_ISL_461165	2020-04-08	2020.269126	2020.269126	2020.269126
EPI_ISL_422746	2020-03-25	2020.230874	2020.230874	2020.230874
EPI_ISL_422749	2020-03-25	2020.230874	2020.230874	2020.230874
EPI_ISL_461276	2020-04-29	2020.326503	2020.326503	2020.326503
EPI_ISL_804381	2020-04-08	2020.269126	2020.269126	2020.269126
EPI_ISL_461159	2020-03-26	2020.233607	2020.233607	2020.233607
NODE_0000110	2020-03-21	2020.220657	2020.195863	2020.294091
EPI_ISL_447629	2020-04-29	2020.326503	2020.326503	2020.326503
NODE_0000111	2020-04-08	2020.268192	2020.231402	2020.304045
EPI_ISL_447630	2020-04-29	2020.326503	2020.326503	2020.326503
NODE_0000112	2020-04-14	2020.285886	2020.263397	2020.312854
EPI_ISL_523075	2020-04-27	2020.321038	2020.321038	2020.321038
NODE_0000113	2020-04-19	2020.298470	2020.286232	2020.314372
EPI_ISL_447631	2020-04-25	2020.315574	2020.315574	2020.315574
EPI_ISL_447627	2020-04-29	2020.326503	2020.326503	2020.326503
EPI_ISL_447632	2020-04-28	2020.323770	2020.323770	2020.323770
NODE_0000009	2020-04-21	2020.306003	2020.299511	2020.321038
EPI_ISL_523070	2020-04-27	2020.321038	2020.321038	2020.321038
EPI_ISL_447628	2020-04-29	2020.326503	2020.326503	2020.326503
NODE_0000010	2020-03-17	2020.210043	2020.202352	2020.220017
NODE_0000107	2020-03-25	2020.230854	2020.197228	2020.318306
EPI_ISL_461087	2020-05-08	2020.351093	2020.351093	2020.351093
EPI_ISL_461183	2020-04-26	2020.318306	2020.318306	2020.318306
NODE_0000015	2020-03-17	2020.210135	2020.204869	2020.220355
NODE_0000016	2020-03-20	2020.217234	2020.207426	2020.238550
EPI_ISL_460792	2020-03-30	2020.244536	2020.244536	2020.244536
NODE_0000019	2020-03-23	2020.225573	2020.208890	2020.246880
EPI_ISL_460852	2020-04-13	2020.282787	2020.282787	2020.282787
NODE_0000020	2020-03-25	2020.232094	2020.211036	2020.252732
EPI_ISL_461288	2020-04-02	2020.252732	2020.252732	2020.252732
EPI_ISL_461186	2020-04-29	2020.326503	2020.326503	2020.326503
NODE_0000021	2020-03-19	2020.215718	2020.205518	2020.225230
NODE_0000024	2020-03-22	2020.223980	2020.197006	2020.257608
EPI_ISL_2708996	2020-04-05	2020.260929	2020.260929	2020.260929
NODE_0000025	2020-03-26	2020.234537	2020.220096	2020.262277
EPI_ISL_460932	2020-04-10	2020.274590	2020.274590	2020.274590
NODE_0000027	2020-04-07	2020.266393	2020.235595	2020.266393
EPI_ISL_454794	2020-04-07	2020.266393	2020.266393	2020.266393
EPI_ISL_460934	2020-04-12	2020.280055	2020.280055	2020.280055
NODE_0000028	2020-03-22	2020.223161	2020.206975	2020.228467
NODE_0000029	2020-03-25	2020.230874	2020.219655	2020.230874
EPI_ISL_2731376	2020-03-28	2020.239071	2020.239071	2020.239071
EPI_ISL_460767	2020-03-25	2020.230874	2020.230874	2020.230874
NODE_0000035	2020-03-23	2020.226181	2020.202092	2020.259222
EPI_ISL_2709002	2020-04-06	2020.263661	2020.263661	2020.263661
NODE_0000036	2020-04-01	2020.250136	2020.229912	2020.266393
EPI_ISL_1035223	2020-04-07	2020.266393	2020.266393	2020.266393
EPI_ISL_460854	2020-04-30	2020.329235	2020.329235	2020.329235
NODE_0000119	2020-04-19	2020.300222	2020.219550	2020.329483
NODE_0000120	2020-04-28	2020.324909	2020.282763	2020.357510
EPI_ISL_523116	2020-06-01	2020.416667	2020.416667	2020.416667
NODE_0000121	2020-05-27	2020.401704	2020.362947	2020.415527
EPI_ISL_522987	2020-06-07	2020.433060	2020.433060	2020.433060
NODE_0000041	2020-06-07	2020.433060	2020.377135	2020.433060
EPI_ISL_522988	2020-06-07	2020.433060	2020.433060	2020.433060
EPI_ISL_1265367	2020-06-08	2020.435792	2020.435792	2020.435792
NODE_0000123	2020-04-29	2020.326083	2020.284956	2020.356978
EPI_ISL_523097	2020-05-30	2020.411202	2020.411202	2020.411202
NODE_0000124	2020-05-25	2020.398074	2020.366327	2020.453825
EPI_ISL_523043	2020-07-04	2020.506831	2020.506831	2020.506831
EPI_ISL_523023	2020-06-21	2020.471311	2020.471311	2020.471311
EPI_ISL_523044	2020-07-04	2020.506831	2020.506831	2020.506831
EPI_ISL_523025	2020-06-21	2020.471311	2020.471311	2020.471311
NODE_0000045	2020-05-28	2020.405575	2020.380704	2020.457371
NODE_0000046	2020-06-08	2020.437147	2020.401948	2020.490538
EPI_ISL_523045	2020-07-04	2020.506831	2020.506831	2020.506831
EPI_ISL_523041	2020-07-04	2020.506831	2020.506831	2020.506831
NODE_0000048	2020-06-06	2020.430559	2020.404951	2020.468433
NODE_0000049	2020-06-21	2020.471311	2020.434880	2020.471311
EPI_ISL_523027	2020-06-21	2020.471311	2020.471311	2020.471311
EPI_ISL_523026	2020-06-21	2020.471311	2020.471311	2020.471311
NODE_0000132	2020-06-26	2020.484022	2020.451077	2020.497734
EPI_ISL_523050	2020-07-05	2020.509563	2020.509563	2020.509563
EPI_ISL_523048	2020-07-05	2020.509563	2020.509563	2020.509563
NODE_0000053	2020-06-28	2020.491672	2020.465226	2020.509563
EPI_ISL_523049	2020-07-05	2020.509563	2020.509563	2020.509563
NODE_0000135	2020-07-03	2020.505298	2020.488070	2020.566940
EPI_ISL_577754	2020-08-08	2020.602459	2020.602459	2020.602459
EPI_ISL_523084	2020-07-26	2020.566940	2020.566940	2020.566940
NODE_0000137	2020-07-30	2020.578151	2020.518178	2020.592722
EPI_ISL_577750	2020-08-08	2020.602459	2020.602459	2020.602459
NODE_0000138	2020-08-02	2020.586562	2020.569415	2020.602459
EPI_ISL_577752	2020-08-08	2020.602459	2020.602459	2020.602459
EPI_ISL_577753	2020-08-08	2020.602459	2020.602459	2020.602459
NODE_0000080	2020-02-24	2020.149065	2020.092970	2020.187547
NODE_0000086	2020-05-01	2020.331390	2020.308204	2020.418881
EPI_ISL_522995	2020-06-07	2020.433060	2020.433060	2020.433060
NODE_0000087	2020-05-24	2020.393838	2020.367415	2020.433060
EPI_ISL_522996	2020-06-07	2020.433060	2020.433060	2020.433060
EPI_ISL_522998	2020-06-07	2020.433060	2020.433060	2020.433060
NODE_0000079	2020-03-12	2020.196385	2020.135147	2020.217668
EPI_ISL_461184	2020-04-27	2020.321038	2020.321038	2020.321038
NODE_0000034	2020-03-19	2020.213904	2020.200978	2020.223490
EPI_ISL_422956	2020-03-27	2020.236339	2020.236339	2020.236339
EPI_ISL_523356	2020-05-08	2020.351093	2020.351093	2020.351093
EPI_ISL_460880	2020-05-22	2020.389344	2020.389344	2020.389344
NODE_0000047	2020-03-23	2020.225103	2020.186965	2020.300973
EPI_ISL_461224	2020-05-15	2020.370219	2020.370219	2020.370219
EPI_ISL_547497	2020-05-01	2020.331967	2020.331967	2020.331967
NODE_0000066	2020-03-19	2020.215624	2020.205323	2020.246307
NODE_0000067	2020-03-23	2020.224766	2020.208029	2020.247268
EPI_ISL_804409	2020-03-31	2020.247268	2020.247268	2020.247268
NODE_0000038	2020-04-01	2020.249518	2020.229148	2020.269126
EPI_ISL_460800	2020-04-08	2020.269126	2020.269126	2020.269126
EPI_ISL_523181	2020-05-07	2020.348361	2020.348361	2020.348361
NODE_0000069	2020-03-23	2020.224490	2020.175366	2020.274722
NODE_0000072	2020-04-19	2020.298365	2020.193912	2020.307874
EPI_ISL_523257	2020-05-28	2020.405738	2020.405738	2020.405738
NODE_0000050	2020-04-19	2020.299486	2020.257303	2020.324899
EPI_ISL_461239	2020-04-29	2020.326503	2020.326503	2020.326503
NODE_0000051	2020-04-30	2020.329969	2020.309643	2020.346734
