#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000001	2019-09-29	2019.743435	2019.124924	2020.004950
NODE_0000891	2020-04-11	2020.278332	2020.211580	2020.466357
EPI_ISL_3050761	2020-08-24	2020.646175	2020.646175	2020.646175
EPI_ISL_641513	2020-08-13	2020.616120	2020.616120	2020.616120
NODE_0000902	2020-10-22	2020.807783	2020.705315	2020.837313
EPI_ISL_683077	2020-11-02	2020.837432	2020.837432	2020.837432
EPI_ISL_683076	2020-11-02	2020.837432	2020.837432	2020.837432
NODE_0000919	2020-06-12	2020.445866	2020.348622	2020.602385
EPI_ISL_641516	2020-11-06	2020.848361	2020.848361	2020.848361
NODE_0000006	2020-08-10	2020.607923	2020.492721	2020.607923
EPI_ISL_641509	2020-08-13	2020.616120	2020.616120	2020.616120
EPI_ISL_617578	2020-08-10	2020.607923	2020.607923	2020.607923
NODE_0000912	2020-06-15	2020.455124	2020.374352	2020.574171
NODE_0000917	2020-08-16	2020.624488	2020.527188	2020.689115
EPI_ISL_641479	2020-09-14	2020.703552	2020.703552	2020.703552
EPI_ISL_641480	2020-09-14	2020.703552	2020.703552	2020.703552
NODE_0000013	2020-08-17	2020.628250	2020.482683	2020.694938
EPI_ISL_615653	2020-09-14	2020.703552	2020.703552	2020.703552
EPI_ISL_641491	2020-09-15	2020.706284	2020.706284	2020.706284
NODE_0000913	2020-08-11	2020.609447	2020.519235	2020.646175
EPI_ISL_616802	2020-08-24	2020.646175	2020.646175	2020.646175
NODE_0000914	2020-08-31	2020.665301	2020.617733	2020.665301
EPI_ISL_616402	2020-08-31	2020.665301	2020.665301	2020.665301
EPI_ISL_615743	2020-09-07	2020.684426	2020.684426	2020.684426
NODE_0000922	2020-06-24	2020.480695	2020.396729	2020.555090
EPI_ISL_616369	2020-08-31	2020.665301	2020.665301	2020.665301
EPI_ISL_641473	2020-09-09	2020.689891	2020.689891	2020.689891
NODE_0000923	2020-08-15	2020.621915	2020.501566	2020.677119
EPI_ISL_622061	2020-09-14	2020.703552	2020.703552	2020.703552
EPI_ISL_641474	2020-09-09	2020.689891	2020.689891	2020.689891
NODE_0000018	2020-07-12	2020.528036	2020.402602	2020.669513
NODE_0000929	2020-09-15	2020.706714	2020.615572	2020.725410
EPI_ISL_641441	2020-10-01	2020.750000	2020.750000	2020.750000
EPI_ISL_641457	2020-09-22	2020.725410	2020.725410	2020.725410
NODE_0000021	2020-08-17	2020.626782	2020.530743	2020.678662
EPI_ISL_618554	2020-10-19	2020.799180	2020.799180	2020.799180
NODE_0000022	2020-09-07	2020.684426	2020.623969	2020.684426
EPI_ISL_641471	2020-09-09	2020.689891	2020.689891	2020.689891
EPI_ISL_615543	2020-09-07	2020.684426	2020.684426	2020.684426
NODE_0000931	2020-08-19	2020.633035	2020.560716	2020.713608
EPI_ISL_682396	2020-11-16	2020.875683	2020.875683	2020.875683
EPI_ISL_669777	2020-11-02	2020.837432	2020.837432	2020.837432
EPI_ISL_683140	2020-11-10	2020.859290	2020.859290	2020.859290
NODE_0000942	2020-10-09	2020.770803	2020.716404	2020.818306
EPI_ISL_617065	2020-10-26	2020.818306	2020.818306	2020.818306
EPI_ISL_669780	2020-11-02	2020.837432	2020.837432	2020.837432
NODE_0000029	2020-09-08	2020.685827	2020.623969	2020.724439
NODE_0000030	2020-09-24	2020.730874	2020.678179	2020.730874
EPI_ISL_641464	2020-09-24	2020.730874	2020.730874	2020.730874
