#node	clock_length	mutation_length	rate	fold_change
NODE_0000170	7.168e-05	1.342e-04	4.836e-04	0.60
EPI_ISL_790628	4.180e-05	6.742e-05	9.858e-04	1.23
NODE_0000171	1.626e-05	3.355e-05	8.906e-04	1.11
EPI_ISL_422746	1.460e-05	3.371e-05	8.863e-04	1.11
EPI_ISL_461165	4.524e-05	1.686e-04	1.301e-03	1.62
EPI_ISL_461276	9.118e-05	1.686e-04	1.191e-03	1.49
EPI_ISL_422749	1.460e-05	3.372e-05	8.864e-04	1.11
EPI_ISL_461159	1.679e-05	3.371e-05	8.908e-04	1.11
EPI_ISL_804381	4.524e-05	1.349e-04	1.223e-03	1.53
EPI_ISL_422630	2.773e-05	1.012e-04	1.096e-03	1.37
NODE_0000190	6.048e-06	3.355e-05	8.762e-04	1.09
EPI_ISL_447629	8.514e-05	6.742e-05	7.218e-04	0.90
NODE_0000191	4.656e-05	3.355e-05	9.728e-04	1.21
EPI_ISL_447630	3.858e-05	3.371e-05	1.687e-04	0.21
NODE_0000192	7.078e-06	6.711e-05	9.923e-04	1.24
EPI_ISL_523075	2.713e-05	3.946e-17	7.283e-04	0.91
NODE_0000193	1.322e-05	1.007e-04	9.977e-04	1.25
EPI_ISL_447631	9.536e-06	1.011e-04	1.056e-03	1.32
EPI_ISL_447627	1.829e-05	6.742e-05	1.014e-03	1.27
EPI_ISL_447632	1.610e-05	3.371e-05	8.595e-04	1.07
NODE_0000007	6.419e-06	3.833e-17	5.827e-04	0.73
EPI_ISL_447628	1.187e-05	3.947e-17	7.663e-04	0.96
EPI_ISL_523070	7.494e-06	3.947e-17	7.957e-04	0.99
NODE_0000009	5.500e-07	3.833e-17	7.869e-04	0.98
NODE_0000188	7.107e-05	3.355e-05	8.893e-04	1.11
EPI_ISL_461087	3.926e-05	6.742e-05	6.791e-04	0.85
EPI_ISL_461183	1.300e-05	6.742e-05	8.512e-04	1.06
NODE_0000012	3.188e-06	3.833e-17	7.934e-04	0.99
NODE_0000013	1.857e-06	3.833e-17	7.983e-04	1.00
NODE_0000014	6.819e-06	3.833e-17	7.986e-04	1.00
EPI_ISL_460767	2.188e-06	3.951e-17	8.008e-04	1.00
EPI_ISL_1035223	3.063e-05	3.947e-17	4.628e-04	0.58
NODE_0000016	5.643e-06	3.833e-17	8.008e-04	1.00
EPI_ISL_461288	2.087e-05	3.372e-05	8.857e-04	1.11
NODE_0000017	6.995e-06	3.833e-17	8.008e-04	1.00
EPI_ISL_2708996	2.044e-05	3.373e-05	8.560e-04	1.07
EPI_ISL_461186	7.295e-05	1.012e-04	9.328e-04	1.16
NODE_0000018	7.118e-07	3.833e-17	8.007e-04	1.00
NODE_0000020	6.847e-06	3.833e-17	8.008e-04	1.00
EPI_ISL_460792	1.425e-05	3.371e-05	8.915e-04	1.11
EPI_ISL_460852	4.488e-05	6.742e-05	9.503e-04	1.19
NODE_0000021	-4.698e-08	3.833e-17	7.916e-04	0.99
NODE_0000025	6.776e-06	3.833e-17	7.990e-04	1.00
EPI_ISL_460932	3.843e-05	3.371e-05	8.048e-04	1.00
NODE_0000026	6.939e-06	3.833e-17	7.986e-04	1.00
EPI_ISL_2731376	3.049e-06	3.949e-17	7.951e-04	0.99
EPI_ISL_454794	2.493e-05	3.947e-17	5.163e-04	0.64
NODE_0000027	6.536e-06	3.833e-17	8.002e-04	1.00
EPI_ISL_2709002	2.992e-05	3.373e-05	8.612e-04	1.08
NODE_0000028	4.305e-05	3.833e-17	8.008e-04	1.00
EPI_ISL_460934	0.000e+00	3.947e-17	3.499e-04	0.44
EPI_ISL_460854	3.939e-05	3.371e-05	4.712e-04	0.59
NODE_0000201	1.083e-05	3.355e-05	8.573e-04	1.07
NODE_0000202	5.985e-05	3.355e-05	7.592e-04	0.95
EPI_ISL_523116	9.272e-05	6.742e-05	6.214e-04	0.78
NODE_0000203	7.347e-05	1.342e-04	1.101e-03	1.37
EPI_ISL_522987	3.238e-05	1.011e-04	1.122e-03	1.40
EPI_ISL_522988	3.238e-05	3.950e-17	4.135e-04	0.52
NODE_0000204	6.243e-05	3.355e-05	7.755e-04	0.97
EPI_ISL_523097	8.576e-05	1.686e-04	1.158e-03	1.45
NODE_0000205	6.988e-05	1.007e-04	8.432e-04	1.05
EPI_ISL_523043	9.247e-05	1.349e-04	1.101e-03	1.38
EPI_ISL_523044	9.247e-05	1.011e-04	9.341e-04	1.17
EPI_ISL_523023	6.403e-05	3.371e-05	6.640e-04	0.83
EPI_ISL_523025	6.403e-05	3.371e-05	6.640e-04	0.83
NODE_0000036	7.398e-06	3.835e-17	6.343e-04	0.79
NODE_0000037	4.841e-05	3.835e-17	6.410e-04	0.80
EPI_ISL_523045	3.666e-05	3.371e-05	7.084e-04	0.88
NODE_0000038	8.213e-06	3.835e-17	6.903e-04	0.86
EPI_ISL_523027	0.000e+00	3.949e-17	7.957e-04	0.99
EPI_ISL_523024	0.000e+00	3.947e-17	7.957e-04	0.99
NODE_0000039	3.596e-05	3.835e-17	7.999e-04	1.00
EPI_ISL_523041	4.911e-05	3.371e-05	5.830e-04	0.73
NODE_0000213	2.686e-05	3.355e-05	7.397e-04	0.92
EPI_ISL_523048	2.444e-05	3.371e-05	8.777e-04	1.10
EPI_ISL_523049	2.444e-05	3.950e-17	5.641e-04	0.70
EPI_ISL_523050	2.444e-05	3.371e-05	8.777e-04	1.10
NODE_0000216	1.983e-05	3.355e-05	8.861e-04	1.11
EPI_ISL_577754	7.901e-05	3.371e-05	4.704e-04	0.59
EPI_ISL_523084	5.056e-05	3.371e-05	6.708e-04	0.84
NODE_0000218	5.763e-05	3.356e-05	6.119e-04	0.76
EPI_ISL_577750	2.138e-05	3.953e-17	5.655e-04	0.71
NODE_0000219	5.188e-06	3.357e-05	8.778e-04	1.10
EPI_ISL_577752	1.619e-05	3.372e-05	8.890e-04	1.11
EPI_ISL_577753	1.619e-05	3.949e-17	7.044e-04	0.88
NODE_0000169	7.249e-05	3.355e-05	1.135e-03	1.42
NODE_0000222	2.258e-04	3.020e-04	9.930e-04	1.24
EPI_ISL_523083	7.333e-05	1.011e-04	1.000e-03	1.25
EPI_ISL_523731	4.708e-05	6.742e-05	9.707e-04	1.21
NODE_0000223	2.158e-05	6.710e-05	1.010e-03	1.26
EPI_ISL_460675	2.160e-05	6.741e-05	1.004e-03	1.25
NODE_0000224	1.265e-04	1.678e-04	9.335e-04	1.17
EPI_ISL_522995	4.387e-05	3.371e-05	8.023e-04	1.00
NODE_0000225	1.150e-05	3.355e-05	8.908e-04	1.11
EPI_ISL_522996	3.238e-05	3.954e-17	6.073e-04	0.76
EPI_ISL_522998	3.238e-05	6.742e-05	9.976e-04	1.25
NODE_0000226	6.542e-06	3.355e-05	8.611e-04	1.08
NODE_0000227	6.963e-06	3.355e-05	8.908e-04	1.11
EPI_ISL_422732	1.654e-05	3.371e-05	8.777e-04	1.10
EPI_ISL_523176	1.697e-04	3.951e-17	8.008e-05	0.10
NODE_0000228	1.386e-05	6.710e-05	9.795e-04	1.22
EPI_ISL_460774	7.091e-05	1.011e-04	9.840e-04	1.23
EPI_ISL_460927	5.340e-05	1.348e-04	1.213e-03	1.51
EPI_ISL_804393	1.183e-05	6.742e-05	9.432e-04	1.18
EPI_ISL_460800	4.028e-05	6.741e-05	9.792e-04	1.22
NODE_0000262	6.706e-05	1.342e-04	1.109e-03	1.38
EPI_ISL_523183	5.198e-05	3.371e-05	7.271e-04	0.91
NODE_0000263	2.634e-05	3.355e-05	8.638e-04	1.08
EPI_ISL_460953	3.439e-05	3.956e-17	4.852e-04	0.61
NODE_0000264	3.689e-05	3.355e-05	8.600e-04	1.07
EPI_ISL_460990	6.257e-06	3.371e-05	8.846e-04	1.10
EPI_ISL_461246	6.257e-06	3.957e-17	7.254e-04	0.91
NODE_0000055	6.040e-06	3.838e-17	7.412e-04	0.93
NODE_0000056	7.087e-06	3.838e-17	8.007e-04	1.00
EPI_ISL_461243	4.028e-05	6.743e-05	9.625e-04	1.20
NODE_0000057	4.882e-05	3.838e-17	8.008e-04	1.00
EPI_ISL_636558	1.271e-04	1.011e-04	4.947e-04	0.62
NODE_0000271	1.194e-05	3.355e-05	6.531e-04	0.82
EPI_ISL_460993	6.048e-05	1.011e-04	9.662e-04	1.21
EPI_ISL_523467	3.422e-05	3.371e-05	6.893e-04	0.86
NODE_0000060	6.939e-06	3.838e-17	8.007e-04	1.00
NODE_0000061	5.699e-05	3.838e-17	8.008e-04	1.00
EPI_ISL_523177	7.753e-05	3.371e-05	2.608e-04	0.33
EPI_ISL_523258	7.971e-05	6.742e-05	4.480e-04	0.56
NODE_0000062	5.457e-05	3.838e-17	8.008e-04	1.00
EPI_ISL_461271	9.928e-06	6.742e-05	8.035e-04	1.00
EPI_ISL_523433	2.743e-05	1.011e-04	8.967e-04	1.12
NODE_0000273	6.347e-06	3.355e-05	8.697e-04	1.09
EPI_ISL_804407	4.924e-05	3.953e-17	2.667e-04	0.33
EPI_ISL_455115	1.642e-05	6.742e-05	9.712e-04	1.21
NODE_0000275	6.237e-05	1.007e-04	1.068e-03	1.33
EPI_ISL_461295	0.000e+00	3.954e-17	7.789e-04	0.97
NODE_0000276	2.401e-05	1.007e-04	1.119e-03	1.40
EPI_ISL_461373	2.242e-06	3.957e-17	8.008e-04	1.00
NODE_0000066	1.940e-06	3.843e-17	7.913e-04	0.99
EPI_ISL_461381	6.866e-06	3.959e-17	7.947e-04	0.99
NODE_0000279	4.142e-05	3.355e-05	6.952e-04	0.87
EPI_ISL_722806	1.230e-04	1.011e-04	7.272e-04	0.91
EPI_ISL_722808	1.274e-04	1.011e-04	7.062e-04	0.88
NODE_0000280	1.019e-04	1.342e-04	9.018e-04	1.13
EPI_ISL_523632	2.292e-05	3.371e-05	8.811e-04	1.10
EPI_ISL_523598	2.292e-05	3.371e-05	8.811e-04	1.10
NODE_0000285	1.806e-05	3.355e-05	8.888e-04	1.11
EPI_ISL_523646	1.799e-05	3.371e-05	8.830e-04	1.10
EPI_ISL_577953	1.471e-04	3.371e-05	2.552e-04	0.32
NODE_0000071	1.392e-05	3.843e-17	7.933e-04	0.99
EPI_ISL_577910	1.031e-04	1.011e-04	8.007e-04	1.00
NODE_0000072	1.329e-05	3.843e-17	8.008e-04	1.00
EPI_ISL_523597	8.830e-08	3.957e-17	7.254e-04	0.91
NODE_0000287	7.904e-05	3.355e-05	3.878e-04	0.48
EPI_ISL_632543	4.196e-06	3.956e-17	8.008e-04	1.00
NODE_0000074	4.796e-05	3.843e-17	5.946e-04	0.74
EPI_ISL_577892	0.000e+00	3.956e-17	5.245e-04	0.65
EPI_ISL_632654	8.752e-05	6.742e-05	5.485e-04	0.68
NODE_0000289	1.398e-05	3.355e-05	8.779e-04	1.10
EPI_ISL_523778	1.074e-04	3.959e-17	1.021e-04	0.13
EPI_ISL_523698	8.333e-05	6.742e-05	8.289e-04	1.04
EPI_ISL_523724	8.552e-05	6.742e-05	8.137e-04	1.02
EPI_ISL_523719	8.552e-05	6.742e-05	8.137e-04	1.02
EPI_ISL_523808	1.162e-04	6.742e-05	6.246e-04	0.78
NODE_0000295	6.113e-05	6.710e-05	1.004e-03	1.25
EPI_ISL_523758	4.190e-05	3.371e-05	6.563e-04	0.82
EPI_ISL_523800	4.627e-05	1.349e-04	1.206e-03	1.51
NODE_0000296	6.384e-05	6.710e-05	8.666e-04	1.08
EPI_ISL_763140	2.606e-05	3.371e-05	8.892e-04	1.11
NODE_0000078	1.898e-05	3.845e-17	7.965e-04	0.99
EPI_ISL_523709	2.698e-06	3.959e-17	7.785e-04	0.97
EPI_ISL_723292	2.368e-04	1.349e-04	4.793e-04	0.60
NODE_0000229	6.885e-06	6.710e-05	9.771e-04	1.22
NODE_0000230	6.396e-05	3.355e-05	8.348e-04	1.04
EPI_ISL_523098	8.321e-05	1.011e-04	8.914e-04	1.11
EPI_ISL_523099	8.321e-05	1.348e-04	1.062e-03	1.33
NODE_0000231	5.420e-05	3.355e-05	8.697e-04	1.09
NODE_0000082	6.661e-06	3.841e-17	7.884e-04	0.98
NODE_0000233	6.103e-05	6.711e-05	8.519e-04	1.06
EPI_ISL_523108	2.528e-05	3.371e-05	8.459e-04	1.06
EPI_ISL_523112	2.528e-05	1.011e-04	1.109e-03	1.39
NODE_0000085	1.179e-05	3.843e-17	5.158e-04	0.64
EPI_ISL_523110	1.349e-05	3.957e-17	7.957e-04	0.99
EPI_ISL_523109	1.349e-05	3.957e-17	7.957e-04	0.99
NODE_0000087	7.073e-06	3.841e-17	8.008e-04	1.00
