#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000002	2021-01-28	2021.074469	2020.929751	2021.119174
NODE_0000015	2021-03-12	2021.192784	2021.164167	2021.201370
EPI_ISL_1613246	2021-03-15	2021.201370	2021.201370	2021.201370
EPI_ISL_1613501	2021-03-16	2021.204110	2021.204110	2021.204110
NODE_0000001	2021-03-02	2021.165753	2021.121972	2021.174643
EPI_ISL_1591005	2021-03-17	2021.206849	2021.206849	2021.206849
EPI_ISL_2799294	2021-03-31	2021.245205	2021.245205	2021.245205
EPI_ISL_1590985	2021-03-17	2021.206849	2021.206849	2021.206849
EPI_ISL_2799309	2021-03-31	2021.245205	2021.245205	2021.245205
NODE_0000000	2021-03-05	2021.173197	2021.124355	2021.180090
EPI_ISL_1590832	2021-03-09	2021.184932	2021.184932	2021.184932
EPI_ISL_1590996	2021-03-16	2021.204110	2021.204110	2021.204110
NODE_0000006	2021-03-05	2021.172752	2021.159793	2021.184932
EPI_ISL_1590870	2021-03-09	2021.184932	2021.184932	2021.184932
EPI_ISL_2799690	2021-04-10	2021.272603	2021.272603	2021.272603
NODE_0000007	2021-04-05	2021.259620	2021.231093	2021.261644
EPI_ISL_2141972	2021-04-26	2021.316438	2021.316438	2021.316438
EPI_ISL_2799589	2021-04-06	2021.261644	2021.261644	2021.261644
NODE_0000010	2021-03-04	2021.170669	2021.151688	2021.181113
EPI_ISL_1590866	2021-03-10	2021.187671	2021.187671	2021.187671
NODE_0000008	2021-03-07	2021.178468	2021.155259	2021.201370
EPI_ISL_1590972	2021-03-15	2021.201370	2021.201370	2021.201370
NODE_0000009	2021-04-05	2021.258561	2021.236544	2021.269863
EPI_ISL_2799818	2021-04-12	2021.278082	2021.278082	2021.278082
EPI_ISL_2141732	2021-04-09	2021.269863	2021.269863	2021.269863
NODE_0000016	2021-03-06	2021.176869	2021.168969	2021.182320
EPI_ISL_2799637	2021-04-09	2021.269863	2021.269863	2021.269863
NODE_0000017	2021-03-08	2021.182882	2021.176504	2021.183292
EPI_ISL_1590981	2021-03-17	2021.206849	2021.206849	2021.206849
NODE_0000020	2021-03-19	2021.212329	2021.191206	2021.212329
EPI_ISL_2141536	2021-03-19	2021.212329	2021.212329	2021.212329
EPI_ISL_2799675	2021-04-10	2021.272603	2021.272603	2021.272603
NODE_0000013	2021-03-09	2021.184932	2021.182088	2021.184932
EPI_ISL_1590938	2021-03-13	2021.195890	2021.195890	2021.195890
EPI_ISL_1590898	2021-03-09	2021.184932	2021.184932	2021.184932
NODE_0000021	2021-03-18	2021.209944	2021.181255	2021.231258
EPI_ISL_2141910	2021-04-28	2021.321918	2021.321918	2021.321918
NODE_0000022	2021-03-25	2021.227951	2021.195574	2021.240611
EPI_ISL_2141686	2021-04-09	2021.269863	2021.269863	2021.269863
NODE_0000023	2021-03-29	2021.240463	2021.210438	2021.250983
EPI_ISL_2141683	2021-04-09	2021.269863	2021.269863	2021.269863
EPI_ISL_2141681	2021-04-12	2021.278082	2021.278082	2021.278082
NODE_0000018	2021-03-31	2021.246139	2021.207114	2021.261507
NODE_0000019	2021-04-03	2021.252663	2021.207911	2021.269863
EPI_ISL_2141685	2021-04-09	2021.269863	2021.269863	2021.269863
EPI_ISL_2141902	2021-04-28	2021.321918	2021.321918	2021.321918
NODE_0000024	2021-04-01	2021.247531	2021.235469	2021.264486
NODE_0000025	2021-04-05	2021.258663	2021.227009	2021.308219
EPI_ISL_2141906	2021-04-27	2021.319178	2021.319178	2021.319178
EPI_ISL_2141905	2021-04-23	2021.308219	2021.308219	2021.308219
NODE_0000026	2021-04-05	2021.259313	2021.245984	2021.265739
EPI_ISL_4548649	2021-07-01	2021.497260	2021.497260	2021.497260
NODE_0000027	2021-04-08	2021.267123	2021.254952	2021.267123
EPI_ISL_2141761	2021-04-14	2021.283562	2021.283562	2021.283562
EPI_ISL_2141680	2021-04-08	2021.267123	2021.267123	2021.267123
NODE_0000032	2021-04-01	2021.246636	2021.220806	2021.268050
EPI_ISL_2141684	2021-04-09	2021.269863	2021.269863	2021.269863
EPI_ISL_2141898	2021-04-28	2021.321918	2021.321918	2021.321918
EPI_ISL_2141904	2021-04-23	2021.308219	2021.308219	2021.308219
EPI_ISL_2141899	2021-04-28	2021.321918	2021.321918	2021.321918
NODE_0000029	2021-04-05	2021.259160	2021.231522	2021.283562
EPI_ISL_2141903	2021-04-28	2021.321918	2021.321918	2021.321918
EPI_ISL_2141762	2021-04-14	2021.283562	2021.283562	2021.283562
NODE_0000038	2021-04-03	2021.252801	2021.219877	2021.273270
EPI_ISL_2141909	2021-04-27	2021.319178	2021.319178	2021.319178
NODE_0000039	2021-04-05	2021.259112	2021.236717	2021.278082
EPI_ISL_2141682	2021-04-12	2021.278082	2021.278082	2021.278082
EPI_ISL_2141907	2021-04-27	2021.319178	2021.319178	2021.319178
NODE_0000041	2021-06-08	2021.434708	2021.338031	2021.491320
EPI_ISL_4548647	2021-07-06	2021.510959	2021.510959	2021.510959
NODE_0000042	2021-06-30	2021.493691	2021.450735	2021.510959
EPI_ISL_4548648	--	--	--	--
EPI_ISL_4548650	2021-07-06	2021.510959	2021.510959	2021.510959
