#node	clock_length	mutation_length	rate	fold_change
NODE_0000018	3.884e-04	3.713e-04	7.233e-04	0.94
NODE_0000019	1.182e-04	1.687e-04	7.809e-04	1.02
EPI_ISL_984307	9.979e-05	1.353e-04	1.156e-03	1.51
NODE_0000020	9.437e-05	3.374e-05	6.179e-04	0.80
EPI_ISL_984305	5.420e-06	1.308e-22	7.587e-04	0.99
EPI_ISL_1034274	1.804e-05	3.382e-05	8.551e-04	1.11
NODE_0000004	1.865e-05	3.374e-05	8.172e-04	1.06
EPI_ISL_732949	5.024e-05	3.381e-05	6.723e-04	0.88
NODE_0000022	1.843e-05	3.374e-05	8.269e-04	1.08
NODE_0000023	2.309e-05	3.374e-05	8.546e-04	1.11
EPI_ISL_732951	8.718e-06	1.305e-22	7.356e-04	0.96
EPI_ISL_732954	8.718e-06	3.381e-05	8.308e-04	1.08
NODE_0000007	2.102e-05	1.367e-22	5.949e-04	0.77
EPI_ISL_732953	1.079e-05	1.306e-22	7.630e-04	0.99
NODE_0000008	1.079e-05	1.367e-22	7.680e-04	1.00
EPI_ISL_732957	0.000e+00	1.306e-22	7.630e-04	0.99
EPI_ISL_732952	0.000e+00	1.306e-22	7.630e-04	0.99
NODE_0000017	2.368e-04	2.700e-04	9.329e-04	1.21
NODE_0000026	3.991e-05	3.374e-05	8.265e-04	1.08
EPI_ISL_2631275	2.268e-04	4.397e-04	1.145e-03	1.49
NODE_0000027	1.369e-04	1.687e-04	8.282e-04	1.08
EPI_ISL_1393720	2.475e-04	1.353e-04	3.974e-04	0.52
NODE_0000029	4.320e-05	1.012e-04	8.537e-04	1.11
EPI_ISL_1394139	2.211e-04	2.706e-04	9.435e-04	1.23
NODE_0000030	4.784e-05	3.374e-05	8.534e-04	1.11
EPI_ISL_1539189	1.712e-04	1.691e-04	6.774e-04	0.88
EPI_ISL_1746139	2.175e-04	3.382e-04	1.018e-03	1.33
NODE_0000031	1.273e-05	3.374e-05	8.444e-04	1.10
EPI_ISL_1394003	2.537e-04	2.030e-04	5.795e-04	0.75
NODE_0000032	3.137e-05	6.748e-05	9.468e-04	1.23
EPI_ISL_1196745	2.076e-04	1.691e-04	5.983e-04	0.78
NODE_0000033	2.568e-05	3.374e-05	8.504e-04	1.11
EPI_ISL_1008730	1.272e-04	1.353e-04	7.004e-04	0.91
NODE_0000034	1.978e-05	3.374e-05	8.547e-04	1.11
EPI_ISL_1091432	1.053e-04	3.044e-04	1.358e-03	1.77
EPI_ISL_1239743	1.474e-04	1.691e-04	7.363e-04	0.96
NODE_0000001	4.794e-05	3.374e-05	8.021e-04	1.04
NODE_0000000	3.240e-04	6.414e-04	1.165e-03	1.52
EPI_ISL_3218557	2.923e-04	1.353e-04	4.192e-04	0.55
EPI_ISL_2801426	3.070e-04	3.384e-04	9.056e-04	1.18
NODE_0000002	7.768e-04	9.462e-04	8.744e-04	1.14
EPI_ISL_9640059	2.329e-04	3.723e-04	1.124e-03	1.46
EPI_ISL_8540426	2.266e-04	1.320e-22	7.680e-05	0.10
NODE_0000005	5.282e-05	6.751e-05	9.458e-04	1.23
EPI_ISL_8540364	1.507e-04	2.368e-04	1.004e-03	1.31
EPI_ISL_9640065	1.801e-04	2.368e-04	8.901e-04	1.16
NODE_0000006	8.195e-06	6.751e-05	9.014e-04	1.17
EPI_ISL_8693915	1.848e-04	2.368e-04	9.358e-04	1.22
EPI_ISL_7721854	1.658e-04	3.384e-04	1.314e-03	1.71
NODE_0000024	7.345e-06	1.380e-22	7.680e-04	1.00
EPI_ISL_5796185	4.697e-05	1.015e-04	1.027e-03	1.34
NODE_0000025	2.129e-05	1.380e-22	7.352e-04	0.96
EPI_ISL_7691124	1.393e-04	1.015e-04	5.240e-04	0.68
NODE_0000010	1.227e-04	1.350e-04	7.358e-04	0.96
EPI_ISL_8693816	3.129e-05	1.312e-22	3.799e-04	0.49
EPI_ISL_8693911	3.129e-05	6.766e-05	9.622e-04	1.25
NODE_0000012	7.085e-06	3.375e-05	8.231e-04	1.07
EPI_ISL_7365422	1.630e-04	2.368e-04	1.019e-03	1.33
NODE_0000028	1.313e-06	1.379e-22	7.680e-04	1.00
EPI_ISL_9111417	2.626e-04	2.030e-04	6.044e-04	0.79
EPI_ISL_4461983	1.737e-06	3.383e-05	8.182e-04	1.07
NODE_0000015	6.350e-06	3.375e-05	8.451e-04	1.10
EPI_ISL_8295079	2.218e-04	2.369e-04	8.164e-04	1.06
NODE_0000016	1.035e-05	3.375e-05	8.272e-04	1.08
EPI_ISL_8709086	2.262e-04	1.353e-04	4.852e-04	0.63
EPI_ISL_4876410	2.212e-05	1.353e-04	1.103e-03	1.44
