#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000003	2020-04-13	2020.282918	2020.138897	2020.535930
NODE_0000018	2020-10-15	2020.788707	2020.666449	2020.848628
NODE_0000019	2020-12-11	2020.942670	2020.896054	2021.049746
EPI_ISL_984307	2021-01-27	2021.072603	2021.072603	2021.072603
NODE_0000020	2021-01-24	2021.065545	2021.008397	2021.072603
EPI_ISL_984305	2021-01-27	2021.072603	2021.072603	2021.072603
EPI_ISL_1034274	2021-02-02	2021.089041	2021.089041	2021.089041
NODE_0000004	2020-10-24	2020.812992	2020.754787	2020.863619
EPI_ISL_732949	2020-11-17	2020.878415	2020.878415	2020.878415
NODE_0000022	2020-11-02	2020.836992	2020.805488	2020.874840
NODE_0000023	2020-11-13	2020.867063	2020.842662	2020.878415
EPI_ISL_732951	2020-11-17	2020.878415	2020.878415	2020.878415
EPI_ISL_732954	2020-11-17	2020.878415	2020.878415	2020.878415
NODE_0000007	2020-11-12	2020.864363	2020.835646	2020.876272
EPI_ISL_732953	2020-11-17	2020.878415	2020.878415	2020.878415
NODE_0000008	2020-11-17	2020.878415	2020.858629	2020.878415
EPI_ISL_732957	2020-11-17	2020.878415	2020.878415	2020.878415
EPI_ISL_732952	2020-11-17	2020.878415	2020.878415	2020.878415
NODE_0000017	2020-08-04	2020.591289	2020.546356	2020.724167
NODE_0000026	2020-08-23	2020.643260	2020.584202	2020.749962
EPI_ISL_2631275	2020-12-09	2020.938525	2020.938525	2020.938525
NODE_0000027	2020-10-27	2020.821574	2020.774090	2020.900361
EPI_ISL_1393720	2021-02-22	2021.143836	2021.143836	2021.143836
NODE_0000029	2020-11-17	2020.877827	2020.842704	2020.983466
EPI_ISL_1394139	2021-03-02	2021.165753	2021.165753	2021.165753
NODE_0000030	2020-12-10	2020.940119	2020.875600	2021.026510
EPI_ISL_1539189	2021-03-01	2021.163014	2021.163014	2021.163014
EPI_ISL_1746139	2021-03-23	2021.223288	2021.223288	2021.223288
NODE_0000031	2020-11-02	2020.838150	2020.798487	2020.916044
EPI_ISL_1394003	2021-03-03	2021.168493	2021.168493	2021.168493
NODE_0000032	2020-11-17	2020.878993	2020.844086	2020.950809
EPI_ISL_1196745	2021-02-24	2021.149315	2021.149315	2021.149315
NODE_0000033	2020-11-29	2020.912429	2020.866996	2020.963712
EPI_ISL_1008730	2021-01-29	2021.078082	2021.078082	2021.078082
NODE_0000034	2020-12-09	2020.938184	2020.897784	2020.986712
EPI_ISL_1091432	2021-01-28	2021.075342	2021.075342	2021.075342
EPI_ISL_1239743	2021-02-17	2021.130137	2021.130137	2021.130137
NODE_0000001	2020-08-27	2020.653717	2020.579314	2020.782835
NODE_0000000	2021-01-28	2021.075617	2021.003124	2021.219231
EPI_ISL_3218557	2021-06-16	2021.456164	2021.456164	2021.456164
EPI_ISL_2801426	2021-06-23	2021.475342	2021.475342	2021.475342
NODE_0000002	2021-08-31	2021.665173	2021.659024	2021.669770
EPI_ISL_9640059	2021-12-20	2021.968493	2021.968493	2021.968493
EPI_ISL_8540426	2021-12-17	2021.960274	2021.960274	2021.960274
NODE_0000005	2021-09-25	2021.733955	2021.680654	2021.773596
EPI_ISL_8540364	2021-12-06	2021.930137	2021.930137	2021.930137
EPI_ISL_9640065	2021-12-20	2021.968493	2021.968493	2021.968493
NODE_0000006	2021-09-04	2021.675844	2021.669831	2021.675844
EPI_ISL_8693915	2021-12-01	2021.916438	2021.916438	2021.916438
EPI_ISL_7721854	2021-11-22	2021.891781	2021.891781	2021.891781
NODE_0000024	2021-09-08	2021.685408	2021.675179	2021.712625
EPI_ISL_5796185	2021-09-30	2021.746575	2021.746575	2021.746575
NODE_0000025	2021-09-18	2021.713136	2021.673754	2021.752226
EPI_ISL_7691124	2021-11-23	2021.894521	2021.894521	2021.894521
NODE_0000010	2021-11-15	2021.872954	2021.810841	2021.900566
EPI_ISL_8693816	2021-11-30	2021.913699	2021.913699	2021.913699
EPI_ISL_8693911	2021-11-30	2021.913699	2021.913699	2021.913699
NODE_0000012	2021-09-08	2021.685069	2021.682562	2021.685069
EPI_ISL_7365422	2021-11-24	2021.897260	2021.897260	2021.897260
NODE_0000028	2021-09-08	2021.686779	2021.684653	2021.688829
EPI_ISL_9111417	2022-01-11	2022.028767	2022.028767	2022.028767
EPI_ISL_4461983	2021-09-09	2021.689041	2021.689041	2021.689041
NODE_0000015	2021-09-11	2021.693338	2021.686099	2021.710014
EPI_ISL_8295079	2021-12-25	2021.982192	2021.982192	2021.982192
NODE_0000016	2021-09-15	2021.706815	2021.694834	2021.721041
EPI_ISL_8709086	2022-01-01	2022.001370	2022.001370	2022.001370
EPI_ISL_4876410	2021-09-26	2021.735616	2021.735616	2021.735616
