#node	clock_length	mutation_length	rate	fold_change
NODE_0000051	2.464e-04	2.350e-04	5.282e-04	0.84
EPI_ISL_625756	2.748e-04	2.705e-04	6.807e-04	1.09
NODE_0000052	1.647e-04	2.685e-04	9.829e-04	1.57
EPI_ISL_615616	2.642e-05	6.760e-05	7.917e-04	1.27
NODE_0000053	3.769e-05	6.712e-05	7.340e-04	1.17
EPI_ISL_641419	5.541e-05	1.563e-22	2.686e-04	0.43
EPI_ISL_641420	5.541e-05	1.352e-04	9.529e-04	1.52
NODE_0000055	7.067e-05	1.007e-04	8.697e-04	1.39
EPI_ISL_683175	3.261e-05	6.760e-05	7.797e-04	1.25
NODE_0000056	4.279e-05	3.356e-05	6.605e-04	1.06
EPI_ISL_711687	1.889e-05	3.380e-05	6.345e-04	1.01
EPI_ISL_711816	1.889e-05	1.391e-22	3.231e-04	0.52
NODE_0000006	2.071e-05	1.106e-22	6.258e-04	1.00
EPI_ISL_683176	1.190e-05	3.380e-05	6.156e-04	0.98
EPI_ISL_683177	1.190e-05	1.498e-22	2.952e-04	0.47
NODE_0000049	2.566e-05	1.658e-22	7.799e-04	1.25
NODE_0000070	7.505e-05	1.007e-04	8.535e-04	1.36
NODE_0000075	4.198e-05	3.355e-05	6.925e-04	1.11
EPI_ISL_615644	2.828e-04	4.398e-04	9.592e-04	1.53
EPI_ISL_618112	1.511e-04	2.366e-04	8.639e-04	1.38
NODE_0000077	4.010e-05	3.355e-05	6.932e-04	1.11
EPI_ISL_622503	1.530e-04	2.704e-04	9.505e-04	1.52
NODE_0000078	3.077e-04	4.703e-04	9.580e-04	1.53
EPI_ISL_615790	8.638e-07	2.197e-22	6.258e-04	1.00
EPI_ISL_683041	8.635e-05	3.382e-05	3.943e-04	0.63
NODE_0000013	1.463e-04	1.709e-22	6.258e-04	1.00
NODE_0000072	3.309e-04	4.365e-04	7.215e-04	1.15
EPI_ISL_1865767	1.509e-05	3.380e-05	4.977e-04	0.80
EPI_ISL_713036	3.125e-06	3.380e-05	5.636e-04	0.90
EPI_ISL_750090	1.509e-05	3.380e-05	4.977e-04	0.80
NODE_0000017	6.582e-06	1.709e-22	6.258e-04	1.00
EPI_ISL_625927	2.676e-04	3.043e-04	5.288e-04	0.85
NODE_0000079	1.691e-04	2.685e-04	5.843e-04	0.93
EPI_ISL_641423	8.142e-05	6.761e-05	6.595e-04	1.05
NODE_0000080	2.354e-05	6.711e-05	7.903e-04	1.26
NODE_0000020	1.157e-05	1.349e-22	6.258e-04	1.00
EPI_ISL_641422	4.631e-05	6.760e-05	7.747e-04	1.24
NODE_0000082	7.414e-05	3.355e-05	4.613e-04	0.74
EPI_ISL_683025	4.659e-06	1.928e-22	6.099e-04	0.97
EPI_ISL_1868276	1.321e-05	3.379e-05	6.951e-04	1.11
NODE_0000083	1.233e-05	6.711e-05	7.781e-04	1.24
EPI_ISL_641421	4.555e-05	1.014e-04	8.230e-04	1.32
EPI_ISL_683005	7.974e-05	6.759e-05	7.330e-04	1.17
NODE_0000086	7.304e-06	3.355e-05	6.951e-04	1.11
EPI_ISL_682844	9.125e-05	1.014e-04	8.547e-04	1.37
NODE_0000087	7.244e-05	3.356e-05	6.238e-04	1.00
