#node	clock_length	mutation_length	rate	fold_change
NODE_0000191	8.355e-05	1.442e-22	5.801e-04	1.05
EPI_ISL_790628	1.120e-04	6.738e-05	6.452e-04	1.16
NODE_0000192	2.145e-05	3.361e-05	6.045e-04	1.09
EPI_ISL_804381	1.042e-04	1.348e-04	8.425e-04	1.52
EPI_ISL_422630	9.210e-05	1.012e-04	7.755e-04	1.40
EPI_ISL_461276	1.360e-04	1.685e-04	8.647e-04	1.56
EPI_ISL_461165	1.042e-04	1.686e-04	9.094e-04	1.64
EPI_ISL_461186	1.360e-04	1.012e-04	6.567e-04	1.18
EPI_ISL_460852	1.118e-04	6.738e-05	6.052e-04	1.09
NODE_0000210	6.349e-05	3.361e-05	5.803e-04	1.05
EPI_ISL_461087	8.617e-05	6.738e-05	5.959e-04	1.08
EPI_ISL_461183	6.799e-05	6.738e-05	6.615e-04	1.19
NODE_0000193	2.171e-05	3.361e-05	6.095e-04	1.10
EPI_ISL_447629	1.143e-04	6.737e-05	5.593e-04	1.01
NODE_0000194	2.740e-05	6.722e-05	6.751e-04	1.22
EPI_ISL_447630	8.692e-05	1.238e-22	1.656e-04	0.30
NODE_0000195	2.875e-05	6.721e-05	6.642e-04	1.20
EPI_ISL_523075	5.514e-05	3.371e-05	5.421e-04	0.98
NODE_0000196	2.314e-05	6.721e-05	6.651e-04	1.20
EPI_ISL_447631	2.897e-05	1.011e-04	7.394e-04	1.33
EPI_ISL_447627	3.503e-05	6.737e-05	7.012e-04	1.27
EPI_ISL_447632	3.351e-05	3.368e-05	6.000e-04	1.08
NODE_0000010	3.200e-05	1.444e-22	3.816e-04	0.69
EPI_ISL_523070	0.000e+00	1.248e-22	5.542e-04	1.00
EPI_ISL_447628	3.029e-06	1.242e-22	5.507e-04	0.99
NODE_0000011	1.335e-05	1.445e-22	4.820e-04	0.87
NODE_0000012	2.627e-05	1.445e-22	5.538e-04	1.00
EPI_ISL_422749	4.339e-05	3.371e-05	6.125e-04	1.11
EPI_ISL_422746	4.339e-05	3.369e-05	6.124e-04	1.10
NODE_0000013	1.300e-05	1.445e-22	5.540e-04	1.00
EPI_ISL_461159	5.818e-05	3.369e-05	6.088e-04	1.10
NODE_0000014	1.033e-05	1.445e-22	4.764e-04	0.86
NODE_0000018	1.417e-05	1.445e-22	5.542e-04	1.00
NODE_0000019	3.217e-05	1.445e-22	5.446e-04	0.98
EPI_ISL_460767	0.000e+00	1.199e-22	5.529e-04	1.00
EPI_ISL_460854	5.452e-05	3.369e-05	4.854e-04	0.88
NODE_0000020	1.620e-05	1.445e-22	5.538e-04	1.00
EPI_ISL_460792	2.354e-05	3.369e-05	6.131e-04	1.11
EPI_ISL_2708996	3.263e-05	3.379e-05	6.148e-04	1.11
NODE_0000023	1.154e-05	1.445e-22	5.537e-04	1.00
NODE_0000026	1.874e-05	1.445e-22	5.543e-04	1.00
EPI_ISL_461288	2.817e-05	3.371e-05	6.172e-04	1.11
NODE_0000027	3.575e-05	1.445e-22	5.511e-04	0.99
EPI_ISL_460934	7.572e-06	1.249e-22	3.590e-04	0.65
EPI_ISL_1035223	0.000e+00	1.249e-22	4.235e-04	0.76
NODE_0000028	1.473e-05	1.445e-22	5.543e-04	1.00
NODE_0000029	2.461e-05	1.445e-22	5.480e-04	0.99
EPI_ISL_2731376	0.000e+00	1.229e-22	5.402e-04	0.97
EPI_ISL_454794	1.514e-05	1.243e-22	4.345e-04	0.78
NODE_0000030	1.403e-05	1.445e-22	5.543e-04	1.00
EPI_ISL_2709002	2.421e-05	3.375e-05	6.120e-04	1.10
EPI_ISL_460932	3.027e-05	3.369e-05	5.970e-04	1.08
NODE_0000222	3.013e-05	3.361e-05	6.160e-04	1.11
NODE_0000223	4.255e-05	3.361e-05	6.114e-04	1.10
EPI_ISL_523116	1.133e-04	6.737e-05	4.837e-04	0.87
NODE_0000224	1.036e-04	1.344e-04	8.133e-04	1.47
EPI_ISL_522987	1.876e-05	1.011e-04	7.674e-04	1.38
EPI_ISL_522988	1.876e-05	1.239e-22	3.316e-04	0.60
NODE_0000225	5.083e-05	3.360e-05	6.108e-04	1.10
EPI_ISL_523097	1.020e-04	1.685e-04	8.511e-04	1.54
NODE_0000226	9.481e-05	1.009e-04	6.110e-04	1.10
EPI_ISL_523044	6.020e-05	1.011e-04	7.782e-04	1.40
EPI_ISL_523023	4.051e-05	3.369e-05	6.097e-04	1.10
EPI_ISL_523025	4.051e-05	3.369e-05	6.097e-04	1.10
EPI_ISL_523045	6.020e-05	3.369e-05	5.376e-04	0.97
EPI_ISL_523043	6.020e-05	1.348e-04	8.402e-04	1.52
NODE_0000036	2.350e-05	1.437e-22	5.351e-04	0.97
EPI_ISL_523041	3.670e-05	3.369e-05	5.722e-04	1.03
NODE_0000037	1.701e-05	1.437e-22	4.668e-04	0.84
EPI_ISL_523024	0.000e+00	1.256e-22	5.543e-04	1.00
EPI_ISL_523027	0.000e+00	1.241e-22	5.543e-04	1.00
NODE_0000234	5.362e-05	3.361e-05	6.134e-04	1.11
EPI_ISL_523048	8.094e-06	3.369e-05	6.135e-04	1.11
EPI_ISL_523049	8.094e-06	1.238e-22	4.183e-04	0.75
EPI_ISL_523050	8.094e-06	3.369e-05	6.135e-04	1.11
NODE_0000237	1.504e-05	3.361e-05	6.107e-04	1.10
EPI_ISL_577754	4.455e-05	3.369e-05	5.160e-04	0.93
EPI_ISL_523084	2.486e-05	3.370e-05	5.982e-04	1.08
NODE_0000239	2.836e-05	3.362e-05	6.077e-04	1.10
EPI_ISL_577750	1.619e-05	1.215e-22	4.193e-04	0.76
NODE_0000240	7.045e-06	3.362e-05	6.114e-04	1.10
EPI_ISL_577752	9.142e-06	3.370e-05	6.052e-04	1.09
