#node	clock_length	mutation_length	rate	fold_change
EPI_ISL_2931685	2.142e-04	3.355e-04	1.101e-04	1.24
NODE_0000262	-3.590e-07	2.001e-04	1.247e-04	1.40
NODE_0000264	7.930e-05	1.668e-04	1.171e-04	1.32
EPI_ISL_786421	1.280e-04	3.355e-04	1.728e-04	1.94
NODE_0000004	1.806e-05	1.751e-22	8.894e-05	1.00
EPI_ISL_3841972	1.017e-04	6.707e-05	5.840e-05	0.66
EPI_ISL_2773925	9.584e-05	6.718e-05	6.096e-05	0.69
NODE_0000266	3.336e-05	1.000e-04	1.233e-04	1.39
EPI_ISL_784889	1.829e-04	2.015e-04	8.880e-05	1.00
NODE_0000267	7.121e-06	3.335e-05	9.862e-05	1.11
EPI_ISL_1079078	1.902e-04	3.022e-04	1.234e-04	1.39
NODE_0000268	2.066e-05	3.334e-05	9.886e-05	1.11
EPI_ISL_2778155	1.719e-04	3.355e-04	1.398e-04	1.57
NODE_0000273	3.489e-05	6.669e-05	1.111e-04	1.25
EPI_ISL_1392888	1.473e-04	3.357e-04	1.517e-04	1.71
EPI_ISL_1465742	1.475e-04	2.348e-04	1.166e-04	1.31
NODE_0000270	3.396e-05	6.670e-05	1.105e-04	1.24
EPI_ISL_1585679	4.271e-04	5.033e-04	1.035e-04	1.16
NODE_0000271	6.401e-05	1.334e-04	1.290e-04	1.45
EPI_ISL_1086479	7.396e-05	1.006e-04	9.588e-05	1.08
EPI_ISL_3726742	5.864e-05	1.678e-04	1.387e-04	1.56
NODE_0000274	1.358e-04	1.334e-04	8.096e-05	0.91
NODE_0000276	1.330e-05	3.335e-05	9.869e-05	1.11
EPI_ISL_1527631	7.048e-06	3.354e-05	9.869e-05	1.11
EPI_ISL_1527632	7.048e-06	2.626e-22	7.810e-05	0.88
NODE_0000015	2.035e-05	1.740e-22	7.472e-05	0.84
EPI_ISL_1527633	0.000e+00	2.618e-22	8.055e-05	0.91
EPI_ISL_1527630	0.000e+00	2.620e-22	8.055e-05	0.91
NODE_0000235	1.225e-05	3.334e-05	9.769e-05	1.10
EPI_ISL_2202686	2.135e-04	4.698e-04	1.531e-04	1.72
NODE_0000241	2.046e-05	6.669e-05	1.115e-04	1.25
EPI_ISL_7857902	1.887e-04	4.362e-04	1.605e-04	1.81
NODE_0000242	3.516e-05	3.334e-05	9.794e-05	1.10
EPI_ISL_1303761	1.650e-04	2.684e-04	1.139e-04	1.28
NODE_0000243	2.579e-05	3.334e-05	9.727e-05	1.09
EPI_ISL_1525347	1.523e-04	1.679e-04	8.059e-05	0.91
EPI_ISL_745454	1.253e-04	3.691e-04	1.629e-04	1.83
NODE_0000255	2.020e-05	3.334e-05	9.873e-05	1.11
EPI_ISL_1111586	1.938e-04	4.026e-04	1.423e-04	1.60
NODE_0000256	4.870e-05	1.000e-04	1.155e-04	1.30
EPI_ISL_746264	1.257e-04	3.355e-04	1.599e-04	1.80
EPI_ISL_832638	1.298e-04	1.007e-04	6.311e-05	0.71
EPI_ISL_832492	1.266e-04	1.678e-04	9.656e-05	1.09
EPI_ISL_2838899	1.317e-04	1.342e-04	7.900e-05	0.89
NODE_0000258	1.450e-05	6.669e-05	1.093e-04	1.23
EPI_ISL_1533522	1.119e-04	2.652e-22	8.894e-06	0.10
EPI_ISL_1184154	1.428e-04	4.027e-04	1.839e-04	2.07
NODE_0000244	1.958e-05	6.669e-05	1.108e-04	1.25
NODE_0000247	2.043e-05	3.334e-05	9.348e-05	1.05
EPI_ISL_5084847	1.363e-04	1.677e-04	9.792e-05	1.10
EPI_ISL_5085424	1.356e-04	2.684e-04	1.387e-04	1.56
NODE_0000026	6.661e-06	1.802e-22	8.894e-05	1.00
EPI_ISL_574547	1.457e-04	6.707e-05	4.025e-05	0.45
EPI_ISL_653351	1.457e-04	2.349e-04	1.139e-04	1.28
NODE_0000248	8.063e-05	3.003e-04	1.697e-04	1.91
NODE_0000249	8.596e-05	1.334e-04	1.315e-04	1.48
EPI_ISL_4985835	3.588e-05	1.344e-04	1.352e-04	1.52
EPI_ISL_3354112	4.124e-05	1.006e-04	1.187e-04	1.34
NODE_0000250	4.285e-05	3.335e-05	9.752e-05	1.10
EPI_ISL_1239997	8.434e-05	1.343e-04	1.124e-04	1.26
NODE_0000251	4.441e-05	6.670e-05	1.090e-04	1.23
EPI_ISL_4962031	4.310e-05	1.006e-04	1.166e-04	1.31
NODE_0000252	1.912e-05	3.335e-05	9.766e-05	1.10
EPI_ISL_4961861	1.619e-05	2.648e-22	4.812e-05	0.54
EPI_ISL_4061850	3.130e-05	1.343e-04	1.357e-04	1.53
NODE_0000032	5.233e-06	1.802e-22	8.894e-05	1.00
NODE_0000034	1.538e-05	1.802e-22	8.567e-05	0.96
NODE_0000035	5.966e-06	1.802e-22	8.894e-05	1.00
EPI_ISL_5343420	1.461e-04	1.677e-04	7.664e-05	0.86
EPI_ISL_5086383	1.483e-04	1.006e-04	4.873e-05	0.55
NODE_0000036	5.899e-06	1.802e-22	8.894e-05	1.00
EPI_ISL_787158	1.544e-04	2.689e-04	1.102e-04	1.24
NODE_0000238	5.651e-05	3.334e-05	5.697e-05	0.64
