#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
NODE_0000001	2018-06-17	2018.458798	2016.673207	2018.599910
EPI_ISL_2931685	2020-11-13	2020.867486	2020.867486	2020.867486
NODE_0000262	2018-06-15	2018.454761	2018.333047	2018.743816
NODE_0000264	2019-05-07	2019.346412	2018.953877	2019.768343
EPI_ISL_786421	2020-10-14	2020.785519	2020.785519	2020.785519
NODE_0000004	2019-07-20	2019.549485	2019.022299	2019.982234
EPI_ISL_3841972	2020-09-10	2020.692623	2020.692623	2020.692623
EPI_ISL_2773925	2020-08-17	2020.627049	2020.627049	2020.627049
NODE_0000266	2018-10-30	2018.829825	2018.611366	2019.301799
EPI_ISL_784889	2020-11-20	2020.886612	2020.886612	2020.886612
NODE_0000267	2018-11-29	2018.909898	2018.759901	2019.585703
EPI_ISL_1079078	2021-01-18	2021.047945	2021.047945	2021.047945
NODE_0000268	2019-02-21	2019.142225	2018.769394	2019.709122
EPI_ISL_2778155	2021-01-28	2021.075342	2021.075342	2021.075342
NODE_0000273	2019-07-15	2019.534490	2019.128849	2020.041704
EPI_ISL_1392888	2021-03-11	2021.190411	2021.190411	2021.190411
EPI_ISL_1465742	2021-03-12	2021.193151	2021.193151	2021.193151
NODE_0000270	2019-07-11	2019.524015	2019.045499	2020.053516
EPI_ISL_1585679	--	--	--	--
NODE_0000271	2020-03-30	2020.243694	2019.651441	2020.788361
EPI_ISL_1086479	2021-01-28	2021.075342	2021.075342	2021.075342
EPI_ISL_3726742	2020-11-26	2020.903005	2020.903005	2020.903005
NODE_0000274	2020-09-01	2020.668782	2020.313788	2020.825054
NODE_0000276	2020-10-26	2020.818294	2020.603212	2020.891994
EPI_ISL_1527631	2020-11-24	2020.897541	2020.897541	2020.897541
EPI_ISL_1527632	2020-11-24	2020.897541	2020.897541	2020.897541
NODE_0000015	2020-11-24	2020.897541	2020.698599	2020.897541
EPI_ISL_1527633	2020-11-24	2020.897541	2020.897541	2020.897541
EPI_ISL_1527630	2020-11-24	2020.897541	2020.897541	2020.897541
NODE_0000235	2018-08-05	2018.592467	2018.487899	2018.904956
EPI_ISL_2202686	2020-12-29	2020.993169	2020.993169	2020.993169
