#node	clock_length	mutation_length	rate	fold_change
NODE_0000005	2.528e-04	5.343e-04	8.197e-04	1.72
EPI_ISL_1237137	1.445e-04	3.360e-04	8.311e-04	1.74
EPI_ISL_3022408	1.510e-04	1.679e-04	4.811e-04	1.01
NODE_0000004	7.252e-05	1.001e-04	6.705e-04	1.40
NODE_0000006	4.360e-05	3.335e-05	5.192e-04	1.09
EPI_ISL_5804735	1.818e-04	2.349e-04	4.773e-04	1.00
NODE_0000007	8.866e-06	3.335e-05	5.238e-04	1.10
EPI_ISL_2310830	1.847e-04	5.036e-04	8.854e-04	1.85
EPI_ISL_2082978	1.351e-04	3.356e-04	7.498e-04	1.57
NODE_0000008	1.146e-05	2.435e-22	4.772e-04	1.00
EPI_ISL_2919785	1.106e-04	2.687e-04	6.639e-04	1.39
NODE_0000012	1.150e-04	3.335e-05	1.268e-04	0.27
EPI_ISL_5804736	5.033e-05	6.710e-05	4.861e-04	1.02
EPI_ISL_5804729	4.772e-05	6.713e-05	4.962e-04	1.04
EPI_ISL_5804730	4.772e-05	3.355e-05	3.367e-04	0.71
NODE_0000014	3.235e-05	6.670e-05	6.027e-04	1.26
EPI_ISL_683704	9.101e-05	6.709e-05	2.463e-04	0.52
NODE_0000015	4.958e-05	3.336e-04	9.921e-04	2.08
EPI_ISL_5804740	9.621e-05	1.678e-04	6.299e-04	1.32
NODE_0000016	2.925e-05	1.001e-04	6.654e-04	1.39
EPI_ISL_5804741	6.696e-05	1.343e-04	6.427e-04	1.35
NODE_0000017	9.775e-06	3.336e-05	5.286e-04	1.11
EPI_ISL_5804739	5.719e-05	3.355e-05	3.055e-04	0.64
NODE_0000018	1.401e-05	3.336e-05	5.253e-04	1.10
EPI_ISL_5804737	4.188e-05	1.342e-04	7.102e-04	1.49
EPI_ISL_5804738	4.188e-05	1.678e-04	7.773e-04	1.63
NODE_0000019	2.018e-05	1.001e-04	6.670e-04	1.40
EPI_ISL_851009	1.866e-04	1.342e-04	3.036e-04	0.64
NODE_0000020	1.197e-05	6.670e-05	5.986e-04	1.25
EPI_ISL_1075591	1.747e-04	3.691e-04	7.689e-04	1.61
NODE_0000027	2.179e-05	1.001e-04	6.677e-04	1.40
EPI_ISL_5804731	1.255e-04	3.020e-04	8.125e-04	1.70
NODE_0000028	8.090e-05	3.337e-04	9.798e-04	2.05
EPI_ISL_5804732	4.460e-05	1.007e-04	6.586e-04	1.38
NODE_0000029	2.229e-05	3.336e-05	5.287e-04	1.11
EPI_ISL_5804733	2.231e-05	3.170e-22	2.812e-04	0.59
EPI_ISL_5804734	2.231e-05	6.711e-05	6.034e-04	1.26
NODE_0000021	2.467e-06	2.424e-22	4.774e-04	1.00
EPI_ISL_751709	1.200e-04	1.342e-04	4.249e-04	0.89
NODE_0000022	1.345e-05	3.335e-05	4.950e-04	1.04
EPI_ISL_1295439	2.215e-04	3.020e-04	5.936e-04	1.24
NODE_0000025	1.063e-04	2.001e-04	6.803e-04	1.42
EPI_ISL_5804752	4.068e-05	6.710e-05	5.750e-04	1.20
EPI_ISL_5804753	3.155e-05	3.355e-05	4.771e-04	1.00
NODE_0000024	6.156e-06	2.409e-22	4.774e-04	1.00
EPI_ISL_5930597	1.696e-05	6.713e-05	5.566e-04	1.17
EPI_ISL_1038455	1.892e-04	2.014e-04	4.627e-04	0.97
NODE_0000000	3.389e-05	6.670e-05	6.028e-04	1.26
EPI_ISL_2992027	8.846e-05	2.684e-04	7.773e-04	1.63
NODE_0000026	7.509e-06	2.414e-22	4.767e-04	1.00
NODE_0000031	4.202e-05	2.414e-22	4.281e-04	0.90
EPI_ISL_614086	4.675e-05	1.006e-04	3.897e-04	0.82
NODE_0000033	1.993e-05	2.414e-22	4.730e-04	0.99
EPI_ISL_1080118	1.834e-04	3.357e-04	5.687e-04	1.19
EPI_ISL_3410448	9.986e-05	3.201e-22	4.774e-05	0.10
NODE_0000059	4.825e-05	1.001e-04	5.993e-04	1.26
NODE_0000060	1.123e-04	2.335e-04	6.871e-04	1.44
EPI_ISL_784482	0.000e+00	3.183e-22	4.774e-04	1.00
EPI_ISL_1304085	9.139e-05	1.006e-04	5.292e-04	1.11
NODE_0000061	1.272e-04	2.001e-04	5.525e-04	1.16
EPI_ISL_4847029	7.906e-05	2.756e-18	1.006e-04	0.21
EPI_ISL_4847030	7.906e-05	6.709e-05	4.869e-04	1.02
NODE_0000030	2.010e-05	1.001e-04	6.592e-04	1.38
EPI_ISL_644855	5.923e-05	2.013e-04	7.467e-04	1.56
EPI_ISL_5847453	6.706e-05	6.713e-05	3.376e-04	0.71
NODE_0000032	2.084e-05	1.334e-04	7.141e-04	1.50
NODE_0000039	6.671e-06	2.345e-22	4.774e-04	1.00
NODE_0000036	8.520e-05	1.668e-04	6.116e-04	1.28
EPI_ISL_1511484	0.000e+00	3.144e-22	4.774e-04	1.00
NODE_0000037	3.062e-05	3.335e-05	5.238e-04	1.10
EPI_ISL_967320	8.029e-05	6.709e-05	4.162e-04	0.87
EPI_ISL_1064348	8.814e-05	1.342e-04	6.149e-04	1.29
NODE_0000047	6.008e-06	2.345e-22	4.774e-04	1.00
NODE_0000049	1.465e-05	2.345e-22	4.774e-04	1.00
EPI_ISL_1171091	1.402e-04	1.342e-04	3.581e-04	0.75
EPI_ISL_979781	1.272e-04	1.342e-04	3.803e-04	0.80
NODE_0000050	1.292e-05	2.345e-22	4.774e-04	1.00
EPI_ISL_2018378	2.073e-04	2.349e-04	4.520e-04	0.95
NODE_0000053	7.686e-06	2.345e-22	4.774e-04	1.00
EPI_ISL_1272800	2.166e-04	2.013e-04	3.729e-04	0.78
NODE_0000035	1.121e-04	2.001e-04	5.696e-04	1.19
EPI_ISL_2234046	5.610e-05	3.356e-05	3.454e-04	0.72
EPI_ISL_3119221	4.433e-05	6.710e-05	5.489e-04	1.15
NODE_0000041	1.312e-05	6.670e-05	5.874e-04	1.23
NODE_0000042	9.962e-05	1.334e-04	5.143e-04	1.08
EPI_ISL_747062	0.000e+00	3.111e-22	4.774e-04	1.00
EPI_ISL_889611	7.827e-05	6.709e-05	4.523e-04	0.95
NODE_0000043	7.081e-06	6.670e-05	5.874e-04	1.23
EPI_ISL_1009553	1.538e-04	1.342e-04	4.110e-04	0.86
NODE_0000044	1.350e-05	1.001e-04	6.427e-04	1.35
NODE_0000045	1.504e-05	3.335e-05	5.303e-04	1.11
EPI_ISL_5804716	1.018e-04	2.686e-04	8.675e-04	1.82
EPI_ISL_5804728	1.031e-04	1.678e-04	6.533e-04	1.37
NODE_0000046	6.393e-06	3.335e-05	5.222e-04	1.09
NODE_0000055	2.017e-05	2.296e-22	4.774e-04	1.00
EPI_ISL_5804726	1.360e-04	1.342e-04	4.336e-04	0.91
EPI_ISL_5804719	9.031e-05	1.007e-04	4.518e-04	0.95
NODE_0000048	2.013e-05	6.671e-05	5.731e-04	1.20
EPI_ISL_5804718	9.035e-05	1.678e-04	6.851e-04	1.44
EPI_ISL_5804724	9.426e-05	2.013e-04	7.507e-04	1.57
NODE_0000051	6.412e-05	2.669e-04	9.182e-04	1.92
EPI_ISL_5804723	2.623e-05	6.711e-05	6.037e-04	1.26
EPI_ISL_5804774	7.191e-05	1.678e-04	7.606e-04	1.59
NODE_0000052	4.553e-05	1.334e-04	7.260e-04	1.52
EPI_ISL_5804743	4.873e-05	2.349e-04	8.752e-04	1.83
EPI_ISL_5804751	4.873e-05	3.089e-22	1.153e-04	0.24
NODE_0000054	2.733e-05	3.335e-05	5.295e-04	1.11
EPI_ISL_5804721	6.302e-05	1.007e-04	5.578e-04	1.17
EPI_ISL_5804722	6.302e-05	3.148e-22	7.441e-05	0.16
EPI_ISL_5804717	6.302e-05	1.677e-04	7.385e-04	1.55
NODE_0000057	1.948e-05	3.336e-05	5.288e-04	1.11
EPI_ISL_5804725	8.923e-05	2.684e-04	8.716e-04	1.83
EPI_ISL_5804765	8.923e-05	3.356e-05	2.129e-04	0.45
NODE_0000063	7.348e-06	3.335e-05	5.182e-04	1.09
NODE_0000069	1.974e-05	2.407e-22	4.471e-04	0.94
EPI_ISL_1079372	2.219e-04	1.678e-04	3.116e-04	0.65
EPI_ISL_1203456	1.383e-04	1.008e-04	2.751e-04	0.58
NODE_0000065	7.519e-06	3.335e-05	5.157e-04	1.08
EPI_ISL_5804742	1.819e-04	2.349e-04	4.987e-04	1.04
NODE_0000066	5.983e-06	3.335e-05	5.061e-04	1.06
EPI_ISL_5804750	1.041e-04	1.007e-04	3.440e-04	0.72
NODE_0000067	1.119e-05	1.334e-04	6.503e-04	1.36
EPI_ISL_1064943	2.169e-04	3.357e-04	6.166e-04	1.29
NODE_0000097	3.459e-05	3.335e-05	5.233e-04	1.10
EPI_ISL_1081607	1.954e-04	5.034e-04	8.775e-04	1.84
EPI_ISL_1234806	2.242e-04	2.013e-04	3.720e-04	0.78
NODE_0000103	3.511e-05	1.001e-04	6.359e-04	1.33
EPI_ISL_1056958	1.753e-04	1.342e-04	3.603e-04	0.75
EPI_ISL_1133085	1.061e-04	2.684e-04	8.166e-04	1.71
NODE_0000068	3.437e-05	6.671e-05	5.709e-04	1.20
EPI_ISL_1910752	8.726e-05	1.342e-04	5.295e-04	1.11
EPI_ISL_1014850	2.009e-04	4.028e-04	7.757e-04	1.62
EPI_ISL_1076817	1.708e-04	3.020e-04	6.809e-04	1.43
NODE_0000098	2.028e-05	3.335e-05	5.303e-04	1.11
EPI_ISL_942504	1.248e-04	3.356e-04	8.178e-04	1.71
NODE_0000099	2.068e-05	3.335e-05	5.227e-04	1.09
EPI_ISL_3353885	2.034e-04	3.691e-04	6.937e-04	1.45
NODE_0000100	1.947e-05	3.335e-05	5.233e-04	1.10
EPI_ISL_728452	6.511e-05	1.678e-04	6.589e-04	1.38
EPI_ISL_1261779	1.630e-04	2.686e-04	6.188e-04	1.30
NODE_0000080	2.066e-05	2.365e-22	4.774e-04	1.00
NODE_0000081	1.376e-05	2.365e-22	4.773e-04	1.00
EPI_ISL_942092	1.524e-04	1.677e-04	3.777e-04	0.79
EPI_ISL_941315	1.916e-04	1.342e-04	2.673e-04	0.56
NODE_0000083	-3.583e-07	2.365e-22	4.774e-04	1.00
NODE_0000104	2.078e-05	3.335e-05	3.733e-04	0.78
EPI_ISL_5804754	1.484e-04	1.342e-04	3.958e-04	0.83
EPI_ISL_5804758	7.272e-05	1.342e-04	5.895e-04	1.23
NODE_0000075	2.808e-05	3.335e-05	3.647e-04	0.76
EPI_ISL_1540430	7.846e-05	1.006e-04	4.533e-04	0.95
EPI_ISL_2882105	1.973e-04	2.350e-04	5.056e-04	1.06
NODE_0000076	7.331e-06	6.671e-05	5.737e-04	1.20
EPI_ISL_5804768	1.378e-04	1.678e-04	4.769e-04	1.00
NODE_0000077	1.972e-05	1.668e-04	7.390e-04	1.55
EPI_ISL_5804766	1.181e-04	1.678e-04	5.558e-04	1.16
NODE_0000078	2.741e-05	2.336e-04	8.358e-04	1.75
EPI_ISL_5804773	9.065e-05	2.014e-04	7.618e-04	1.60
NODE_0000079	1.524e-06	6.674e-05	5.745e-04	1.20
EPI_ISL_5804772	8.913e-05	1.342e-04	6.432e-04	1.35
EPI_ISL_5804785	1.270e-04	1.342e-04	5.259e-04	1.10
EPI_ISL_5804786	8.000e-05	2.686e-04	9.189e-04	1.92
NODE_0000089	4.748e-05	3.336e-05	5.133e-04	1.08
EPI_ISL_5804781	6.251e-05	1.007e-04	5.617e-04	1.18
EPI_ISL_5804782	6.251e-05	1.007e-04	5.616e-04	1.18
NODE_0000092	3.218e-05	3.336e-05	5.289e-04	1.11
EPI_ISL_5804769	5.695e-05	2.014e-04	8.287e-04	1.74
EPI_ISL_5804777	7.782e-05	3.109e-22	6.621e-05	0.14
NODE_0000094	3.438e-05	1.335e-04	6.958e-04	1.46
EPI_ISL_5804776	7.561e-05	2.686e-04	9.183e-04	1.92
EPI_ISL_5804787	4.561e-05	1.678e-04	7.798e-04	1.63
NODE_0000093	1.960e-05	2.275e-22	3.134e-04	0.66
EPI_ISL_5804780	9.040e-05	3.109e-22	7.522e-05	0.16
NODE_0000095	2.152e-05	2.275e-22	4.774e-04	1.00
EPI_ISL_5804778	6.888e-05	2.686e-18	7.522e-05	0.16
NODE_0000096	4.839e-06	2.275e-22	4.774e-04	1.00
EPI_ISL_5804770	4.317e-05	3.104e-22	1.198e-04	0.25
NODE_0000101	7.922e-06	2.275e-22	4.774e-04	1.00
NODE_0000102	1.262e-05	2.275e-22	4.774e-04	1.00
EPI_ISL_5804775	2.263e-05	3.356e-05	3.576e-04	0.75
EPI_ISL_5804784	4.350e-05	6.711e-05	4.369e-04	0.92
NODE_0000108	1.335e-05	2.275e-22	4.774e-04	1.00
EPI_ISL_5804771	2.189e-05	3.110e-22	1.198e-04	0.25
NODE_0000082	4.276e-05	1.001e-04	5.683e-04	1.19
EPI_ISL_5804779	0.000e+00	3.098e-22	4.743e-04	0.99
EPI_ISL_5804783	0.000e+00	3.093e-22	4.743e-04	0.99
NODE_0000105	5.944e-06	3.335e-05	5.251e-04	1.10
EPI_ISL_5804748	1.587e-04	3.357e-05	1.075e-04	0.23
NODE_0000106	9.053e-06	3.335e-05	5.145e-04	1.08
EPI_ISL_912027	1.928e-04	3.357e-04	6.696e-04	1.40
EPI_ISL_942549	1.379e-04	2.684e-04	6.766e-04	1.42
EPI_ISL_1920097	1.993e-04	3.020e-04	6.014e-04	1.26
EPI_ISL_1196066	1.836e-04	4.027e-04	7.943e-04	1.66
NODE_0000117	4.798e-05	1.334e-04	6.657e-04	1.39
EPI_ISL_2100913	1.539e-04	4.027e-04	9.456e-04	1.98
NODE_0000118	4.715e-05	3.335e-05	4.991e-04	1.05
EPI_ISL_832957	8.324e-05	2.013e-04	7.276e-04	1.52
EPI_ISL_1270182	1.526e-04	1.006e-04	3.058e-04	0.64
NODE_0000107	1.079e-05	6.671e-05	5.910e-04	1.24
EPI_ISL_5804767	1.193e-04	1.678e-04	5.290e-04	1.11
EPI_ISL_5804763	1.402e-04	3.356e-04	8.129e-04	1.70
NODE_0000109	1.998e-05	6.671e-05	5.979e-04	1.25
EPI_ISL_5804744	1.163e-04	2.685e-04	7.605e-04	1.59
EPI_ISL_5804764	3.803e-05	2.349e-04	8.753e-04	1.83
NODE_0000120	3.433e-05	1.001e-04	6.503e-04	1.36
NODE_0000121	2.064e-05	3.335e-05	4.822e-04	1.01
EPI_ISL_5804745	9.210e-05	1.007e-04	4.840e-04	1.01
EPI_ISL_5804749	9.210e-05	1.007e-04	4.840e-04	1.01
NODE_0000122	9.381e-05	3.003e-04	9.163e-04	1.92
EPI_ISL_5804746	1.632e-05	3.104e-22	3.305e-04	0.69
EPI_ISL_5804747	1.632e-05	6.710e-05	6.009e-04	1.26
NODE_0000119	5.742e-06	2.352e-22	4.774e-04	1.00
EPI_ISL_1218958	2.446e-04	2.349e-04	4.118e-04	0.86
NODE_0000123	1.303e-05	2.352e-22	4.774e-04	1.00
EPI_ISL_5713078	1.192e-04	1.342e-04	3.889e-04	0.81
NODE_0000124	4.247e-05	1.001e-04	5.716e-04	1.20
EPI_ISL_1067948	3.495e-05	3.143e-22	1.152e-04	0.24
EPI_ISL_1813600	5.973e-05	2.013e-04	7.965e-04	1.67
NODE_0000125	6.722e-06	3.335e-05	5.237e-04	1.10
EPI_ISL_5804757	9.991e-05	2.349e-04	7.538e-04	1.58
EPI_ISL_1026857	1.769e-04	3.357e-04	7.403e-04	1.55
EPI_ISL_935722	1.756e-04	2.013e-04	4.951e-04	1.04
NODE_0000133	3.367e-05	3.335e-05	3.708e-04	0.78
EPI_ISL_896401	1.524e-04	2.684e-04	7.442e-04	1.56
NODE_0000110	5.544e-05	2.329e-22	4.774e-04	1.00
EPI_ISL_1098232	1.453e-04	1.678e-04	4.245e-04	0.89
EPI_ISL_1064280	1.283e-04	6.711e-05	2.096e-04	0.44
NODE_0000127	1.986e-05	3.335e-05	4.617e-04	0.97
NODE_0000128	7.159e-05	3.335e-05	4.220e-04	0.88
EPI_ISL_967122	1.103e-04	1.678e-04	5.588e-04	1.17
EPI_ISL_1016638	1.207e-04	1.342e-04	4.470e-04	0.94
NODE_0000129	4.880e-05	3.335e-05	5.215e-04	1.09
EPI_ISL_1075322	1.108e-04	2.013e-04	6.332e-04	1.33
NODE_0000130	2.206e-05	3.335e-05	5.194e-04	1.09
EPI_ISL_1077183	8.093e-05	1.678e-04	6.462e-04	1.35
EPI_ISL_1185352	8.878e-05	1.678e-04	6.226e-04	1.30
NODE_0000136	3.320e-05	1.334e-04	7.079e-04	1.48
EPI_ISL_5804762	1.045e-04	2.685e-04	8.831e-04	1.85
NODE_0000132	2.158e-05	2.292e-22	4.774e-04	1.00
EPI_ISL_5804759	4.643e-05	2.697e-18	1.040e-04	0.22
NODE_0000138	5.336e-06	3.335e-05	5.223e-04	1.09
EPI_ISL_5804760	4.240e-05	1.342e-04	7.284e-04	1.53
NODE_0000134	1.431e-05	2.283e-22	4.773e-04	1.00
EPI_ISL_5804756	1.374e-05	3.355e-05	4.976e-04	1.04
NODE_0000135	1.721e-05	2.283e-22	4.773e-04	1.00
EPI_ISL_5804755	3.827e-05	3.115e-22	9.331e-05	0.20
EPI_ISL_5804761	3.175e-05	3.355e-05	3.400e-04	0.71
