#node	clock_length	mutation_length	rate	fold_change
NODE_0000031	1.381e-04	2.694e-04	1.701e-03	1.58
EPI_ISL_1613477	2.428e-05	2.551e-19	8.332e-04	0.77
EPI_ISL_1613501	2.428e-05	3.380e-05	1.194e-03	1.11
NODE_0000003	1.030e-04	6.732e-05	1.271e-03	1.18
EPI_ISL_1613374	5.639e-05	2.367e-04	1.757e-03	1.63
EPI_ISL_2799301	1.035e-04	3.043e-04	1.755e-03	1.63
NODE_0000026	3.731e-05	2.020e-04	1.753e-03	1.63
EPI_ISL_1591005	2.497e-05	1.014e-04	1.500e-03	1.39
NODE_0000005	1.049e-05	1.024e-19	1.075e-03	1.00
EPI_ISL_1591021	1.448e-05	2.598e-19	6.060e-04	0.56
EPI_ISL_8403005	1.448e-05	3.381e-05	1.120e-03	1.04
NODE_0000000	6.611e-06	3.366e-05	1.196e-03	1.11
EPI_ISL_9034277	1.824e-04	4.058e-04	1.752e-03	1.63
EPI_ISL_2799691	1.264e-04	2.029e-04	1.236e-03	1.15
NODE_0000002	2.657e-05	1.347e-04	1.534e-03	1.43
EPI_ISL_1590910	8.477e-06	3.381e-05	1.196e-03	1.11
EPI_ISL_8403183	2.321e-05	3.381e-05	1.140e-03	1.06
NODE_0000021	4.306e-05	2.020e-04	1.725e-03	1.60
EPI_ISL_2799713	8.993e-05	2.706e-04	2.022e-03	1.88
NODE_0000010	9.027e-06	1.008e-19	1.075e-03	1.00
EPI_ISL_2799311	5.439e-05	6.761e-05	1.084e-03	1.01
NODE_0000011	1.314e-05	1.008e-19	1.075e-03	1.00
EPI_ISL_8403006	0.000e+00	2.572e-19	6.432e-04	0.60
EPI_ISL_8501754	4.125e-05	6.761e-05	1.084e-03	1.01
NODE_0000012	-5.777e-08	9.614e-20	1.075e-03	1.00
EPI_ISL_1590834	3.877e-05	1.352e-04	1.338e-03	1.24
NODE_0000014	3.611e-07	9.614e-20	1.075e-03	1.00
NODE_0000013	3.428e-05	1.010e-04	1.183e-03	1.10
EPI_ISL_1590962	2.181e-05	3.381e-05	1.142e-03	1.06
EPI_ISL_1591022	2.770e-05	6.762e-05	1.352e-03	1.26
NODE_0000016	2.639e-10	9.614e-20	1.075e-03	1.00
NODE_0000009	1.322e-05	3.366e-05	1.148e-03	1.07
EPI_ISL_1591019	4.581e-05	2.029e-04	1.752e-03	1.63
EPI_ISL_8501762	9.590e-05	3.381e-05	3.478e-04	0.32
EPI_ISL_8385897	7.233e-05	1.691e-04	1.402e-03	1.30
EPI_ISL_2141549	5.170e-05	1.014e-04	1.112e-03	1.03
NODE_0000018	7.443e-06	9.614e-20	1.075e-03	1.00
NODE_0000004	6.777e-05	1.347e-04	1.216e-03	1.13
EPI_ISL_2799390	3.096e-05	6.761e-05	1.252e-03	1.16
EPI_ISL_2799961	8.399e-05	1.014e-04	1.097e-03	1.02
NODE_0000020	-2.502e-07	9.614e-20	1.075e-03	1.00
EPI_ISL_1590844	3.711e-05	1.352e-04	1.297e-03	1.21
NODE_0000022	1.341e-07	9.614e-20	1.073e-03	1.00
EPI_ISL_2800256	1.607e-04	2.029e-04	1.009e-03	0.94
NODE_0000023	6.200e-06	9.614e-20	1.075e-03	1.00
EPI_ISL_1590870	2.488e-05	6.761e-05	8.466e-04	0.79
NODE_0000024	2.517e-07	9.614e-20	1.075e-03	1.00
NODE_0000025	6.948e-06	9.480e-20	1.075e-03	1.00
EPI_ISL_2799966	1.385e-04	6.763e-05	3.982e-04	0.37
EPI_ISL_1590515	2.063e-05	3.381e-05	5.046e-04	0.47
NODE_0000015	1.356e-05	3.366e-05	7.043e-04	0.65
EPI_ISL_1590867	1.402e-05	6.761e-05	1.359e-03	1.26
NODE_0000027	6.440e-06	9.767e-20	1.041e-03	0.97
EPI_ISL_8403171	4.630e-06	3.380e-05	1.184e-03	1.10
NODE_0000028	1.315e-07	9.767e-20	9.482e-04	0.88
EPI_ISL_1590972	2.218e-05	2.521e-19	6.845e-04	0.64
EPI_ISL_8403007	3.101e-05	3.380e-05	1.077e-03	1.00
NODE_0000032	7.183e-06	6.732e-05	1.361e-03	1.27
EPI_ISL_1591012	5.215e-05	1.691e-04	1.594e-03	1.48
NODE_0000033	4.060e-05	1.347e-04	1.565e-03	1.46
EPI_ISL_2141910	1.382e-04	1.353e-04	1.024e-03	0.95
NODE_0000034	1.411e-05	3.366e-05	1.194e-03	1.11
EPI_ISL_2141686	6.815e-05	3.380e-05	6.706e-04	0.62
EPI_ISL_8501747	5.931e-05	1.691e-04	1.739e-03	1.62
EPI_ISL_8564587	3.539e-04	1.353e-04	4.519e-04	0.42
NODE_0000037	2.680e-05	3.366e-05	1.124e-03	1.05
EPI_ISL_2141683	4.135e-05	6.761e-05	1.285e-03	1.20
EPI_ISL_2141681	5.019e-05	1.014e-04	1.456e-03	1.35
NODE_0000035	4.490e-06	9.438e-20	9.136e-04	0.85
NODE_0000036	7.645e-06	9.438e-20	1.075e-03	1.00
EPI_ISL_2141902	8.520e-05	6.761e-05	9.405e-04	0.87
NODE_0000045	6.188e-05	6.733e-05	1.186e-03	1.10
EPI_ISL_8527349	5.006e-04	3.722e-04	8.450e-04	0.79
EPI_ISL_8174953	2.944e-04	2.707e-04	1.026e-03	0.95
NODE_0000038	1.391e-06	9.438e-20	1.064e-03	0.99
NODE_0000039	6.815e-06	9.438e-20	1.075e-03	1.00
EPI_ISL_4548649	2.732e-04	2.705e-04	1.117e-03	1.04
EPI_ISL_2141685	2.866e-05	3.381e-05	1.146e-03	1.07
NODE_0000040	1.562e-05	9.438e-20	1.074e-03	1.00
NODE_0000041	7.601e-06	9.438e-20	1.074e-03	1.00
EPI_ISL_2141680	9.303e-06	2.476e-19	7.593e-04	0.71
EPI_ISL_2141761	2.698e-05	2.465e-19	4.642e-04	0.43
NODE_0000042	7.109e-06	9.438e-20	1.075e-03	1.00
EPI_ISL_2141906	6.577e-05	3.381e-05	6.504e-04	0.60
EPI_ISL_2141905	5.399e-05	3.381e-05	7.461e-04	0.69
NODE_0000048	6.516e-06	3.366e-05	1.183e-03	1.10
EPI_ISL_2141898	9.081e-05	1.352e-04	1.415e-03	1.32
EPI_ISL_2141899	9.081e-05	1.352e-04	1.415e-03	1.32
EPI_ISL_2141904	7.608e-05	1.014e-04	1.300e-03	1.21
NODE_0000044	5.206e-06	9.598e-20	1.028e-03	0.96
EPI_ISL_2141684	2.963e-05	3.381e-05	1.142e-03	1.06
NODE_0000046	1.738e-05	9.598e-20	1.075e-03	1.00
EPI_ISL_2141762	2.698e-05	2.456e-19	4.383e-04	0.41
EPI_ISL_2141903	6.823e-05	6.761e-05	9.703e-04	0.90
NODE_0000054	5.678e-06	3.366e-05	1.163e-03	1.08
EPI_ISL_2141909	8.219e-05	6.761e-05	9.873e-04	0.92
NODE_0000056	1.519e-05	3.366e-05	1.186e-03	1.10
EPI_ISL_2141682	2.281e-05	1.014e-04	1.476e-03	1.37
EPI_ISL_2141907	6.700e-05	3.381e-05	7.194e-04	0.67
NODE_0000057	5.856e-05	1.010e-04	1.500e-03	1.39
NODE_0000058	4.212e-04	3.031e-04	7.808e-04	0.73
EPI_ISL_8514993	5.908e-05	1.015e-04	1.445e-03	1.34
NODE_0000051	3.525e-05	9.991e-20	1.075e-03	1.00
EPI_ISL_8527352	4.740e-05	3.382e-05	6.452e-04	0.60
EPI_ISL_8527347	6.508e-05	1.015e-04	1.141e-03	1.06
NODE_0000060	5.030e-05	1.010e-04	1.500e-03	1.40
NODE_0000061	7.175e-05	6.735e-05	9.235e-04	0.86
EPI_ISL_4548647	1.078e-04	3.382e-05	4.209e-04	0.39
NODE_0000062	8.330e-05	1.010e-04	1.253e-03	1.17
EPI_ISL_4548648	8.035e-05	1.015e-04	1.121e-03	1.04
EPI_ISL_4548650	2.452e-05	3.382e-05	1.030e-03	0.96
NODE_0000063	2.741e-04	3.032e-04	1.036e-03	0.96
EPI_ISL_8514994	1.559e-04	1.015e-04	9.283e-04	0.86
NODE_0000064	1.027e-04	1.011e-04	1.329e-03	1.24
EPI_ISL_8514997	3.548e-05	6.766e-05	1.331e-03	1.24
EPI_ISL_8514995	5.316e-05	3.383e-05	8.485e-04	0.79
